Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bg
Geothlypis philadelphia,Mourning Warbler,mouwar,59594971,FALSE,Жалобно жълтогушо коприварче
Geothlypis formosa,Kentucky Warbler,kenwar,341674081,FALSE,Кентъкийско жълтогушо коприварче
Geothlypis bairdi,Baird's Warbler,,,FALSE,
Geothlypis semiflava,Olive-crowned Yellowthroat,olcyel1,48170421,FALSE,Маслиново жълтогушо коприварче
Geothlypis speciosa,Black-polled Yellowthroat,blpyel1,204021781,FALSE,Мичоаканско жълтогушо коприварче
Geothlypis beldingi,Belding's Yellowthroat,belyel1,50211101,FALSE,Калифорнийско жълтогушо коприварче
Geothlypis rostrata,Bahama Yellowthroat,bahyel1,89305761,FALSE,Бахамско жълтогушо коприварче
Geothlypis flavovelata,Altamira Yellowthroat,altyel1,354405411,FALSE,Алтамирско жълтогушо коприварче
Geothlypis trichas,Common Yellowthroat,comyel,94345,TRUE,Жълтогърл геотлипис
Geothlypis nelsoni,Hooded Yellowthroat,hooyel1,362556461,FALSE,Мексиканско жълтогушо коприварче
Catharopeza bishopi,Whistling Warbler,whiwar1,450300291,FALSE,Сейнтвинсентско коприварче
Setophaga plumbea,Plumbeous Warbler,pluwar1,203902981,FALSE,Гваделупско коприварче
Setophaga angelae,Elfin Woods Warbler,elwwar1,138899,FALSE,Елфично коприварче
Setophaga pharetra,Arrowhead Warbler,arrwar1,560481711,FALSE,Ямайско коприварче
Setophaga citrina,Hooded Warbler,hoowar,211804851,TRUE,Жълтолика вилсония
Setophaga ruticilla,American Redstart,amered,534354,TRUE,Американска червеноопашка
Setophaga kirtlandii,Kirtland's Warbler,kirwar,13982,FALSE,Пъстрогърбо коприварче
Setophaga tigrina,Cape May Warbler,camwar,68917,FALSE,Тигрова дървесница
Setophaga cerulea,Cerulean Warbler,cerwar,85119,TRUE,Лазурна дървесница
Setophaga americana,Northern Parula,norpar,351946681,FALSE,Северна същинска дървесница
Setophaga pitiayumi,Tropical Parula,tropar,444656371,TRUE,Южно златогърбо коприварче
Setophaga graysoni,Socorro Parula,,,FALSE,Южно златогърбо коприварче (ssp. graysoni)
Setophaga magnolia,Magnolia Warbler,magwar,228996,FALSE,Магнолиева дървесница
Setophaga castanea,Bay-breasted Warbler,babwar,249809,FALSE,Кестенова дървесница
Setophaga fusca,Blackburnian Warbler,bkbwar,9576,FALSE,Оранжевогушата дървесница
Setophaga petechia,Yellow Warbler,manwar1,203907381,TRUE,Северно жълто / Южно жълто коприварче
S. p. petechia,Golden Warbler,,,FALSE,
S. p. erithachorides,Mangrove Warbler,,,FALSE,
Setophaga pensylvanica,Chestnut-sided Warbler,chswar,98242481,FALSE,Пенсилванска дървесница
Setophaga striata,Blackpoll Warbler,bkpwar,94362,TRUE,Ивичеста дървесница
Setophaga caerulescens,Black-throated Blue Warbler,btbwar,342066171,FALSE,Синегърба дървесница
Setophaga palmarum,Palm Warbler,palwar,229598,FALSE,Палмова дървесница
Setophaga pityophila,Olive-capped Warbler,olcwar1,33096880,FALSE,Кубинско коприварче
Setophaga pinus,Pine Warbler,pinwar,9871,FALSE,Борово коприварче
Setophaga auduboni,Audubon's Warbler,,,FALSE,
Setophaga coronata,Yellow-Rumped Warbler,yerwar,85245,TRUE,Жълтокръсто коприварче
Setophaga dominica,Yellow-throated Warbler,yetwar,191290,FALSE,Доминиканско коприварче
Setophaga flavescens,Bahama Warbler,yetwar3,32872521,FALSE,Бахамско коприварче
Setophaga vitellina,Vitelline Warbler,vitwar1,598294261,FALSE,Кайманско коприварче
Setophaga discolor,Prairie Warbler,prawar,164439851,FALSE,Прерийно коприварче
Setophaga adelaidae,Adelaide's Warbler,adewar1,69511,FALSE,Пуерториканско коприварче
Setophaga subita,Barbuda Warbler,barwar,619499497,FALSE,Барбуденско коприварче
Setophaga delicata,St Lucia Warbler,stlwar,51026,FALSE,Малко светалусийско коприварче
Setophaga graciae,Grace's Warbler,grawar,45087,FALSE,Планинско коприварче
Setophaga nigrescens,Black-throated Grey Warbler,btywar,50127,FALSE,Черногушо сиво коприварче
Setophaga townsendi,Townsend's Warbler,towwar,47707,FALSE,Елово коприварче
Setophaga occidentalis,Hermit Warbler,herwar,539751,FALSE,Отшелническо коприварче
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar,40561,FALSE,Тексаско коприварче
Setophaga virens,Black-throated Green Warbler,btnwar,107395,FALSE,Зелена дървесница
Myiothlypis luteoviridis,Northern Citrine Warbler,citwar1,67188,FALSE,Планинско златисто коприварче
Myiothlypis striaticeps,Peruvian Citrine Warbler,,,FALSE,
Myiothlypis euophrys,Bolivian Citrine Warbler,,,FALSE,
Myiothlypis basilica,Santa Marta Warbler,samwar1,619505182,FALSE,Сантамартенско коприварче
Myiothlypis leucophrys,White-striped Warbler,whswar2,34098,FALSE,Бразилско коприварче
Myiothlypis flaveola,Flavescent Warbler,flawar1,9109,FALSE,Равнинно златисто коприварче
Myiothlypis leucoblephara,White-rimmed Warbler,whbwar2,203700981,FALSE,Сивоглаво коприварче
Myiothlypis signata,Pale-legged Warbler,palwar1,212288,FALSE,Светлокрако коприварче
Myiothlypis nigrocristata,Black-crested Warbler,blcwar2,204023621,FALSE,Черночело коприварче
Myiothlypis fulvicauda,Buff-rumped Warbler,burwar1,520356401,FALSE,Белокръсто коприварче
Myiothlypis mesoleuca,Northern Riverbank Warbler,,,FALSE,
Myiothlypis rivularis,Southern Riverbank Warbler,rivwar1,88367,FALSE,Речно коприварче
Myiothlypis roraime,Roraiman Warbler,,,FALSE,
Myiothlypis bivittata,Two-banded Warbler,twbwar1,189541,FALSE,Рорайменско коприварче
Myiothlypis chlorophrys,Choco Warbler,gobwar4,203922691,FALSE,Чокоенско коприварче
Myiothlypis chrysogaster,Golden-bellied Warbler,gobwar3,532078841,FALSE,Перуанско коприварче
Myiothlypis conspicillata,White-lored Warbler,whlwar1,167146,FALSE,Колумбийско коприварче
Myiothlypis cinereicollis,Grey-throated Warbler,gytwar1,360335791,FALSE,Сивогушо коприварче
Myiothlypis fraseri,Grey-and-gold Warbler,gagwar2,122726,FALSE,Еквадорско коприварче
Myiothlypis coronatus,Russet-crowned Warbler,rucwar1,391722021,FALSE,Ръждивоглаво коприварче
Basileuterus lachrymosus,Fan-tailed Warbler,fatwar,503546041,FALSE,Пъстроопашато шаварче
Basileuterus rufifrons,Rufous capped Warbler,rucwar,109139,FALSE,Ръждивочело / Кестенявоглаво коприварче
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1,203939491,FALSE,Чернобузо коприварче
Basileuterus ignotus,Pirre Warbler,pirwar1,70096041,FALSE,Панамско коприварче
Basileuterus belli,Golden-browed Warbler,gobwar1,612576719,FALSE,Червеноухо коприварче
Basileuterus culicivorus,Stripe-crowned Warbler,gcrwar,67206,FALSE,Златочело коприварче
Basileuterus cabanisi,Yellow-crowned Warbler,,,FALSE,
Basileuterus auricapila,Golden-crowned Warbler,gcrwar,67206,FALSE,
Basileuterus hypoleucus,White-bellied Warbler,,,FALSE,
Basileuterus trifasciatus,Three-banded Warbler,thbwar2,130400,FALSE,Тумбезианово коприварче
Basileuterus tristriatus,Three-striped Warbler,thswar1,78035,FALSE,Андско коприварче
Basileuterus griseiceps,Grey-headed Warbler,,,FALSE,Венецуелско коприварче
Cardellina canadensis,Canada Warbler,canwar,93792,TRUE,Канадска вилсония
Cardellina pusilla,Wilson's Warbler,wlswar,206468,FALSE,Малка вилсония
Cardellina rubrifrons,Red-faced Warbler,refwar,250659771,FALSE,Червенолико коприварче
Cardellina rubra,Red Warbler,redwar1,48256301,FALSE,Червено коприварче
Cardellina versicolor,Pink-headed Warbler,pihwar1,348354581,FALSE,Розовоглаво коприварче
Myioborus pictus,Painted Whitestart,paired,147592,TRUE,Черноглаво червеноопашато коприварче
Myioborus miniatus,Slate-throated Whitestart,sltred,84299,FALSE,Сивоглаво червеноопашато коприварче
Myioborus brunniceps,Brown-capped Whitestart,brcred1,203961771,FALSE,Кафявоглаво червеноопашато коприварче
Myioborus flavivertex,Yellow-crowned Whitestart,yecred1,167225,FALSE,Сантамартенско червеноопашато коприварче
Myioborus albifrons,White-fronted Whitestart,whfred2,306095971,FALSE,Белочело червеноопашато коприварче
Myioborus chrysops,Golden-fronted Whitestart,,,FALSE,
Myioborus ornatus,Yellow-fronted Whitestart,gofred1,44480421,FALSE,Колумбийско червеноопашато коприварче
Myioborus melanocephalus,Spectacled Whitestart,spered1,18053,FALSE,Очилато червеноопашато коприварче
Myioborus torquatus,Collared Whitestart,colred1,46236571,FALSE,Огърличесто червеноопашато коприварче
Myioborus pariae,Yellow-faced Whitestart,parred1,382591211,FALSE,Парианско червеноопашато коприварче
Myioborus albifacies,White-faced Whitestart,whfred1,,FALSE,Венецуелско червеноопашато коприварче
Myioborus cardonai,Guaiquinima Whitestart,sabred1,,FALSE,Гуайкинимско червеноопашато коприварче
Myioborus castaneocapilla,Tepui Whitestart,tepred1,388463741,FALSE,Тепуйско червеноопашато коприварче
PHAENICOPHILIDAE,Hispaniolan Tanagers,,,FALSE,
Phaenicophilus palmarum,Black-crowned Palm-tanager,bcptan1,203886031,FALSE,Черноглава палмова танагра
Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,gcptan1,16317,FALSE,Сивоглава палмова танагра
Xenoligea montana,White-winged Warbler,whwwar1,204022791,FALSE,Белокрила коприварче
Microligea palustris,Green-tailed Warbler,grtwar1,204022831,FALSE,Зеленоопашато коприварче
SPINDALIDAE,Spindalises,,,FALSE,
Spindalis zena,Western Spindalis,wesspi,203885311,FALSE,Карибска пъстроглава танагра
Spindalis dominicensis,Hispaniolan Spindalis,hisspi,204022761,FALSE,Еспаньолска пъстроглава танагра
Spindalis portoricensis,Puerto Rican Spindalis,purspi,612720905,FALSE,Пуерториканска пъстроглава танагра
Spindalis nigricephala,Jamaican Spindalis,jamspi,565098931,FALSE,Ямайска пъстроглава танагра
NESOSPINGIDAE,Puerto Rican Tanager,purtan1,352889751,FALSE,
Nesospingus speculiferus,Puerto Rican Tanager,purtan1,352889751,FALSE,Пуерториканска танагра
CALYPTOPHILIDAE,Chat-tanager,,,FALSE,
Calyptophilus tertius,Western Chat-tanager,wectan1,35348,FALSE,Хаитянска танагра
Calyptophilus frugivorus,Eastern Chat-tanager,eactan1,546927601,FALSE,Доминиканска танагра
MITROSPINGIDAE,Mitrospingid Tanagers,,,FALSE,
Lambrospiza melanoleuca,Red-billed Pied Tanager,rbptan1,322199001,FALSE,
Mitrospingus cassinii,Dusky-faced Tanager,duftan1,368403971,FALSE,Чернолика танагра
Mitrospingus oleagineus,Olive-backed Tanager,olbtan1,386198381,FALSE,Сиволика танагра
Orthogonys chloricterus,Olive-green Tanager,olgtan1,227095051,FALSE,Зелена танагра
CARDINALIDAE,Cardinals,,,FALSE,
Pheucticus chrysopeplus,Yellow Grosbeak,yelgro,109199,FALSE,Жълтa тъпоклюна танагра
Pheucticus tibialis,Black-thighed Grosbeak,bltgro1,114963841,FALSE,Костариканска тъпоклюна танагра
Pheucticus chrysogaster,Golden Grosbeak,gobgro1,63351,FALSE,Златиста тъпоклюна танагра
Pheucticus aureoventris,Black-backed Grosbeak,blbgro2,171581,FALSE,Черногърба тъпоклюна танагра
Pheucticus ludovicianus,Rose-breasted Grosbeak,robgro,94327,TRUE,Червеногръд кардинал
Pheucticus melanocephalus,Black-headed Grosbeak,bkhgro,617204153,FALSE,Черноглав кардинал
Granatellus venustus,Red-breasted Chat,rebcha1,621182551,FALSE,Червеногърдо трънковче
Granatellus francescae,Tres Marias Chat,,,FALSE,
Granatellus sallaei,Grey-throated Chat,grtcha1,203692791,FALSE,Сивогушо трънковче
Granatellus pelzelni,Rose-breasted Chat,robcha2,386045651,FALSE,Розовогърдо трънковче
Granatellus paraensis,Rose-bellied Chat,robcha3,194395401,FALSE,Розовокоремо трънковче
Spiza americana,Dickcissel,dickci,76767,TRUE,Американска спиза
Passerina cyanea,Indigo Bunting,indbun,638610398,TRUE,Индигов кардинал
Passerina caerulea,Blue Grosbeak,blugrb1,94465,TRUE,Син кардинал
Passerina amoena,Lazuli Bunting,lazbun,247670341,TRUE,Лазурен кардинал
Passerina rositae,Rose-bellied Bunting,robbun1,643960574,FALSE,Чиапаска синя овесарка
Passerina leclancherii,Orange-breasted Bunting,orbbun1,157624361,TRUE,Оранжевогръд кардинал
Passerina versicolor,Varied Bunting,varbun,247329621,FALSE,Пъстроцветен кардинал
Passerina ciris,Painted Bunting,paibun,334945671,TRUE,Овесарков кардинал
Cyanocompsa parellina,Blue Bunting,blubun,159335441,FALSE,Мексиканска синя овесарка
Amaurospiza relicta,Slate-blue Seedeater,,,FALSE,
Amaurospiza moesta,Blue Seedeater,blbsee3,463090681,FALSE,Бразилска индигова тъпочовка
A. m. carrizalensis,Carrizal Seedeater,carsee1,237076531,FALSE,
Cyanoloxia cyanoides,Blue-back Grosbeak,bubgro1,157722631,FALSE,Тъмна / Амазонска синя тъпочовка
Cyanoloxia rothschildii,Amazonian Grosbeak,bubgro2,378455111,FALSE,Амазонска синя тъпочовка
Cyanoloxia brissonii,Ultramarine Grosbeak,ultgro1,173493471,TRUE,Тюркоазена тъпочовка
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,glbgro1,203960181,FALSE,Бледа синя тъпочовка
