Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,es,es_ar,es_cr,es_ec,es_es,es_mx,es_pa,es_pe,es_ve
Nothoprocta curvirostris,Curve-billed Tinamou,cubtin1,633661342,FALSE,Tinamú del Páramo,Tinamú del Páramo,Tinamú del Páramo,Tinamú Piquicurvo,Tinamú del Páramo,Tinamú del Páramo,Tinamú del Páramo,Perdiz de Pico Curvo,Tinamú del Páramo
Nothura boraquira,White-bellied Nothura,whbnot1,219138941,FALSE,Tinamú Ventriblanco,Tinamú Ventriblanco,Tinamú Ventriblanco,Tinamú Ventriblanco,Tinamú Ventriblanco,Tinamú Ventriblanco,Tinamú Ventriblanco,Tinamú Ventriblanco,Tinamú Ventriblanco
Nothura minor,Lesser Nothura,lesnot1,424395341,FALSE,Tinamú Menor,Tinamú Menor,Tinamú Menor,Tinamú Menor,Tinamú Menor,Tinamú Diminuto,Tinamú Menor,Tinamú Menor,Tinamú Menor
Nothura darwinii,Darwin's Nothura,darnot1,426123241,FALSE,Tinamú de Darwin,Inambú Pálido,Tinamú de Darwin,Tinamú de Darwin,Tinamú de Darwin,Tinamú de Darwin,Tinamú de Darwin,Perdiz de Darwin,Tinamú de Darwin
Nothura maculosa,Spotted Nothura,sponot1,114397301,TRUE,Tinamú Manchado,Inambú Campestre,Tinamú Manchado,Tinamú Manchado,Tinamú manchado,Tinamú Manchado,Tinamú Manchado,Tinamú Manchado,Tinamú Manchado
Nothura chacoensis,Chaco Nothura,,,FALSE,,,,,,,,,
Taoniscus nanus,Dwarf Tinamou,dwatin1,643569796,FALSE,Tinamú Enano,Inambú Enano,Tinamú Enano,Tinamú Enano,Tinamú Enano,Tinamú Enano,Tinamú Enano,Tinamú Enano,Tinamú Enano
Eudromia elegans,Elegant Crested-Tinamou,elctin1,236936911,FALSE,Martineta Común,Martineta Copetona,Martineta Común,Martineta Común,Martineta Común,Tinamú Crestado Común,Martineta Común,Martineta Común,Martineta Común
Eudromia formosa,Quebracho Crested-Tinamou,quctin1,626262181,FALSE,Martineta Chaqueña,Martineta Chaqueña,Martineta Chaqueña,Martineta Chaqueña,Martineta Chaqueña,Tinamú Crestado Chaqueño,Martineta Chaqueña,Martineta Chaqueña,Martineta Chaqueña
Tinamotis pentlandii,Puna Tinamou,puntin1,210229,FALSE,Kiula Andina,Quiula Puneña,Kiula Andina,Kiula Andina,Kiula Andina,Tinamú de la Puna,Kiula Andina,Perdiz de la Puna,Kiula Andina
Tinamotis ingoufi,Patagonian Tinamou,pattin1,612106908,FALSE,Kiula Patagona,Quiula Patagónica,Kiula Patagona,Kiula Patagona,Kiula Patagona,Tinamú Patagónico,Kiula Patagona,Kiula Patagona,Kiula Patagona
Alectura lathami,Australian Brush-turkey,ausbrt1,381591551,FALSE,Talégalo Cabecirrojo,Talégalo Cabecirrojo,Talégalo Cabecirrojo,Talégalo Cabecirrojo,Talégalo Cabecirrojo,Talégalo Cabecirrojo,Talégalo Cabecirrojo,Talégalo Cabecirrojo,Talégalo Cabecirrojo
Aepypodius arfakianus,Wattled Brush-turkey,watbrt1,,FALSE,Talégalo Carunculado,Talégalo Carunculado,Talégalo Carunculado,Talégalo Carunculado,Talégalo Carunculado,Talégalo Carunculado,Talégalo Carunculado,Talégalo Carunculado,Talégalo Carunculado
Aepypodius bruijnii,Bruijn's Brush-turkey,brubrt1,,FALSE,Talégalo de Waigeo,Talégalo de Waigeo,Talégalo de Waigeo,Talégalo de Waigeo,Talégalo de Waigeo,Talégalo de Waigeo,Talégalo de Waigeo,Talégalo de Waigeo,Talégalo de Waigeo
Talegalla cuvieri,Red-billed Brush-turkey,rebbrt1,617189538,FALSE,Talégalo de Cuvier,Talégalo de Cuvier,Talégalo de Cuvier,Talégalo de Cuvier,Talégalo de Cuvier,Talégalo de Cuvier,Talégalo de Cuvier,Talégalo de Cuvier,Talégalo de Cuvier
Talegalla fuscirostris,Black-billed Brush-turkey,bkbbrt1,65819,FALSE,Talégalo Piquinegro,Talégalo Piquinegro,Talégalo Piquinegro,Talégalo Piquinegro,Talégalo Piquinegro,Talégalo Piquinegro,Talégalo Piquinegro,Talégalo Piquinegro,Talégalo Piquinegro
Talegalla jobiensis,Brown-collared Brush-turkey,bncbrt1,204011051,FALSE,Talégalo Patirrojo,Talégalo Patirrojo,Talégalo Patirrojo,Talégalo Patirrojo,Talégalo Patirrojo,Talégalo Patirrojo,Talégalo Patirrojo,Talégalo Patirrojo,Talégalo Patirrojo
Leipoa ocellata,Malleefowl,mallee1,507328321,TRUE,Talégalo Leipoa,Talégalo Leipoa,Talégalo Leipoa,Talégalo Leipoa,Talégalo Leipoa,Talégalo Leipoa,Talégalo Leipoa,Talégalo Leipoa,Talégalo Leipoa
Macrocephalon maleo,Maleo,maleo1,210744231,FALSE,Talégalo Maleo,Talégalo Maleo,Talégalo Maleo,Talégalo Maleo,Talégalo Maleo,Talégalo Maleo,Talégalo Maleo,Talégalo Maleo,Talégalo Maleo
Eulipoa wallacei,Moluccan Scrubfowl,molscr1,,FALSE,Talégalo de Wallace,Talégalo de Wallace,Talégalo de Wallace,Talégalo de Wallace,Talégalo de Wallace,Talégalo de Wallace,Talégalo de Wallace,Talégalo de Wallace,Talégalo de Wallace
Megapodius nicobariensis,Nicobar Scrubfowl,nicscr1,648533499,FALSE,Talégalo de las Nicobar,Talégalo de las Nicobar,Talégalo de las Nicobar,Talégalo de las Nicobar,Talégalo de las Nicobar,Talégalo de las Nicobar,Talégalo de las Nicobar,Talégalo de las Nicobar,Talégalo de las Nicobar
Megapodius cumingii,Philippine Scrubfowl,tabscr1,203893311,FALSE,Talégalo Filipino,Talégalo Filipino,Talégalo Filipino,Talégalo Filipino,Talégalo Filipino,Talégalo Filipino,Talégalo Filipino,Talégalo Filipino,Talégalo Filipino
Megapodius bernsteinii,Sula Scrubfowl,sulscr1,203905281,FALSE,Talégalo de Sula,Talégalo de Sula,Talégalo de Sula,Talégalo de Sula,Talégalo de Sula,Talégalo de Sula,Talégalo de Sula,Talégalo de Sula,Talégalo de Sula
Megapodius tenimberensis,Tanimbar Scrubfowl,tanscr1,616243717,FALSE,Talégalo de Tanimbar,Talégalo de Tanimbar,Talégalo de Tanimbar,Talégalo de Tanimbar,Talégalo de Tanimbar,Talégalo de Tanimbar,Talégalo de Tanimbar,Talégalo de Tanimbar,Talégalo de Tanimbar
Megapodius layardi,Vanuatu Scrubfowl,vanscr1,159476231,FALSE,Talégalo de Nuevas Hébridas,Talégalo de Nuevas Hébridas,Talégalo de Nuevas Hébridas,Talégalo de Nuevas Hébridas,Talégalo de Nuevas Hébridas,Talégalo de Nuevas Hébridas,Talégalo de Nuevas Hébridas,Talégalo de Nuevas Hébridas,Talégalo de Nuevas Hébridas
Megapodius laperouse,Micronesian Scrubfowl,micscr1,140190,FALSE,Talégalo de Las Marianas,Talégalo de Las Marianas,Talégalo de Las Marianas,Talégalo de Las Marianas,Talégalo de las Marianas,Talégalo de Las Marianas,Talégalo de Las Marianas,Talégalo de Las Marianas,Talégalo de Las Marianas
Megapodius pritchardii,Polynesian Scrubfowl,niuscr1,,FALSE,Talégalo de Tonga,Talégalo de Tonga,Talégalo de Tonga,Talégalo de Tonga,Talégalo de Tonga,Talégalo de Tonga,Talégalo de Tonga,Talégalo de Tonga,Talégalo de Tonga
Megapodius freycinet,Dusky Scrubfowl,dusscr1,203908891,FALSE,Talégalo de Freycinet,Talégalo de Freycinet,Talégalo de Freycinet,Talégalo de Freycinet,Talégalo de Freycinet,Talégalo de Freycinet,Talégalo de Freycinet,Talégalo de Freycinet,Talégalo de Freycinet
Megapodius geelvikanus,Biak Scrubfowl,,,FALSE,,,,,,,,,
Megapodius decollatus,New Guinea Scrubfowl,negscr1,608353878,FALSE,Talégalo Papú,Talégalo Papú,Talégalo Papú,Talégalo Papú,Talégalo papú,Talégalo Papú,Talégalo Papú,Talégalo Papú,Talégalo Papú
Megapodius eremita,Melanesian Scrubfowl,melscr1,203908291,FALSE,Talégalo Eremita,Talégalo Eremita,Talégalo Eremita,Talégalo Eremita,Talégalo Eremita,Talégalo Eremita,Talégalo Eremita,Talégalo Eremita,Talégalo Eremita
Megapodius reinwardt,Orange-footed Scrubfowl,orfscr1,58969901,TRUE,Talégalo de Reinwardt,Talégalo de Reinwardt,Talégalo de Reinwardt,Talégalo de Reinwardt,Talégalo de Reinwardt,Talégalo de Reinwardt,Talégalo de Reinwardt,Talégalo de Reinwardt,Talégalo de Reinwardt
CRACIDAE,Guans Chachalacas Curassows,,,FALSE,,,,,,,,,
Chamaepetes unicolor,Black Guan,blagua1,53957,FALSE,Pava Negra,Pava Negra,Pava Negra,Pava Negra,Pava Negra,Pava Negra,Pava Negra,Pava Negra,Black Guan
Chamaepetes goudotii,Sickle-winged Guan,siwgua1,167255,FALSE,Pava Falcialar,Pava Falcialar,Pava Falcialar,Pava Ala de Hoz,Pava Falcialar,Pava Falcialar,Pava Falcialar,Pava Ala de Hoz,Pava Falcialar
Penelopina nigra,Highland Guan,higgua1,203692671,FALSE,Pava Pajuil,Pava Pajuil,Pava Pajuil,Pava Pajuil,Pava Pajuil,Pajuil,Pava Pajuil,Pava Pajuil,Pava Pajuil
Penelope argyrotis,Band-tailed Guan,batgua1,167175,FALSE,Pava Camata,Pava Camata,Pava Camata,Pava Camata,Pava camata,Pava Camata,Pava Camata,Pava Camata,Camata
Penelope barbata,Bearded Guan,beagua1,203915771,FALSE,Pava Barbuda,Pava Barbuda,Pava Barbuda,Pava Barbada (Barbuda),Pava Barbuda,Pava Barbuda,Pava Barbuda,Pava Barbada,Pava Barbuda
Penelope ortoni,Baudo Guan,baugua1,168703,FALSE,Pava de Orton,Pava de Orton,Pava de Orton,Pava del Chocó,Pava de Orton,Pava de Orton,Pava del Baudó,Pava de Orton,Pava de Orton
Penelope montagnii,Andean Guan,andgua1,591553691,FALSE,Pava Andina,Pava de Monte Andina,Pava Andina,Pava Andina,Pava andina,Pava Andina,Pava Andina,Pava Andina,Pava Andina
Penelope marail,Marail Guan,margua1,67615,FALSE,Pava Marail,Pava Marail,Pava Marail,Pava Marail,Pava Marail,Pava Marail,Pava Marail,Pava Marail,Pava Bronceada
Penelope superciliaris,Rusty-margined Guan,rumgua1,102319,FALSE,Pava Yacupemba,Yacupoí,Pava Yacupemba,Pava Yacupemba,Pava Yacupemba,Pava Yacupemba,Pava Yacupemba,Pava Yacupemba,Pava Yacupemba
Penelope dabbenei,Red-faced Guan,refgua1,203985251,FALSE,Pava Carirroja,Pava de Monte Alisera,Pava Carirroja,Pava Carirroja,Pava Carirroja,Pava Carirroja,Pava Carirroja,Pava Carirroja,Pava Carirroja
Penelope jacquacu,Spix's Guan,spigua1,190225,FALSE,Pava Amazónica,Pava Amazónica,Pava Amazónica,Pava de Spix,Pava amazónica,Pava Amazónica,Pava Amazónica,Pava de Spix,Úquira
Penelope purpurascens,Crested Guan,cregua1,173510751,FALSE,Pava Cojolita,Pava Cojolita,Pava Crestada,Pava Crestada,Pava cojolita,Pava Cojolita,Pava Crestada,Pava Crestada,Pava Culirroja
Penelope perspicax,Cauca Guan,caugua1,24042071,FALSE,Pava del Cauca,Pava del Cauca,Pava del Cauca,Pava del Cauca,Pava del Cauca,Pava del Cauca,Pava del Cauca,Pava del Cauca,Pava del Cauca
Penelope albipennis,White-winged Guan,whwgua1,13277,FALSE,Pava Aliblanca,Pava Aliblanca,Pava Aliblanca,Pava Aliblanca,Pava Aliblanca,Pava Aliblanca,Pava Aliblanca,Pava de Ala Blanca,Pava Aliblanca
Penelope obscura,Dusky-legged Guan,dulgua1,17658,FALSE,Pava Oscura,Pava de Monte Ribereña,Pava Oscura,Pava Oscura,Pava oscura,Pava Oscura,Pava Oscura,Pava Oscura,Pava Oscura
Penelope pileata,White-crested Guan,whcgua1,203895021,FALSE,Pava Crestiblanca,Pava Crestiblanca,Pava Crestiblanca,Pava Crestiblanca,Pava Crestiblanca,Pava Crestiblanca,Pava Crestiblanca,Pava Crestiblanca,Pava Crestiblanca
Penelope ochrogaster,Chestnut-bellied Guan,chbgua1,193678891,FALSE,Pava Ventrirrufa,Pava Ventrirrufa,Pava Ventrirrufa,Pava Ventrirrufa,Pava Ventrirrufa,Pava Ventrirrufa,Pava Ventrirrufa,Pava Ventrirrufa,Pava Ventrirrufa
Penelope jacucaca,White-browed Guan,whbgua1,248626081,FALSE,Pava Yacucaca,Pava Yacucaca,Pava Yacucaca,Pava Yacucaca,Pava Yacucaca,Pava Yacucaca,Pava Yacucaca,Pava Yacucaca,Pava Yacucaca
Pipile pipile,Trinidad Piping-guan,trpgua1,619307334,FALSE,Pava de Trinidad,Pava de Trinidad,Pava de Trinidad,Pava de Trinidad,Pava de Trinidad,Pava de Trinidad,Pava de Trinidad,Pava de Trinidad,Pava de Trinidad
Pipile cumanensis,Blue-throated Piping-guan,butpig1,321834561,FALSE,Pava Goliazul/Goliblanca,Pava Goliazul/Goliblanca,Pava Goliazul/Goliblanca,Pava Silbosa Goliazul,Pava goliazul/goliblanca,Pava Goliazul/Goliblanca,Pava Goliazul/Goliblanca,Pava de Garganta Azul,Pava Rajadora
Pipile grayi,White-throated Piping-guan,butpig2,396896121,FALSE,Pava goliblanca,Pava goliblanca,Pava goliblanca,Pava Silbosa Goliblanca,Pava goliblanca,Pava goliblanca,Pava goliblanca,Pava de Garganta Blanca,Pava goliblanca
Pipile cujubi,Red-throated Piping-guan,rtpgua1,81437,FALSE,Pava Cuyubí,Pava Cuyubí,Pava Cuyubí,Pava Cuyubí,Pava Cuyubí,Pava Cuyubí,Pava Cuyubí,Pava Cuyubí,Pava Cuyubí
Pipile jacutinga,Black-fronted Piping-guan,bfpgua1,184775031,FALSE,Pava Yacutinga,Yacutinga,Pava Yacutinga,Pava Yacutinga,Pava Yacutinga,Pava Yacutinga,Pava Yacutinga,Pava Yacutinga,Pava Yacutinga
Aburria aburri,Wattled Guan,watgua1,101066981,FALSE,Pava Aburria,Pava Aburria,Pava Aburria,Pava Carunculada (Aburrida),Pava Aburria,Pava Aburria,Pava Aburria,Pava Carunculada,Pava Negra
Oreophasis derbianus,Horned Guan,horgua1,177575,TRUE,Pavón Cornudo,Pavón Cornudo,Pavón Cornudo,Pavón Cornudo,Pavón Cornudo,Pavón Cornudo,Pavón Cornudo,Pavón Cornudo,Pavón Cornudo
Ortalis vetula,Plain Chachalaca,placha,172754021,TRUE,Chachalaca Norteña,Chachalaca Norteña,Chachalaca Olivácea,Chachalaca Norteña,Chachalaca norteña,Chachalaca Oriental,Chachalaca Norteña,Chachalaca Norteña,Chachalaca Norteña
Ortalis cinereiceps,Grey-headed Chachalaca,grhcha1,456443461,FALSE,Chachalaca Cabecigrís,Chachalaca Cabecigrís,Chachalaca Cabecigrís,Chachalaca Cabecigrís,Chachalaca Cabecigrís,Chachalaca Cabecigrís,Chachalaca Cabecigrís,Chachalaca Cabecigrís,Chachalaca Cabecigrís
Ortalis garrula,Chestnut-winged Chachalaca,chwcha1,624280923,FALSE,Chachalaca Alirroja,Chachalaca Alirroja,Chachalaca Alirroja,Chachalaca Alirroja,Chachalaca alirroja,Chachalaca Alirroja,Chachalaca Alirroja,Chachalaca Alirroja,Chachalaca Alirroja
Ortalis ruficauda,Rufous-vented Chachalaca,ruvcha1,2320,FALSE,Chachalaca Culirroja,Chachalaca Culirroja,Chachalaca Culirroja,Chachalaca Culirroja,Chachalaca Culirroja,Chachalaca Culirroja,Chachalaca Culirroja,Chachalaca Culirroja,Guacharaca
Ortalis erythroptera,Rufous-headed Chachalaca,ruhcha1,514472621,FALSE,Chachalaca Cabecirrufa,Chachalaca Cabecirrufa,Chachalaca Cabecirrufa,Chachalaca (Guacharaca) Cabecirrufa,Chachalaca Cabecirrufa,Chachalaca Cabecirrufa,Chachalaca Cabecirrufa,Chachalaca de Cabeza Rufa,Chachalaca Cabecirrufa
Ortalis wagleri,Rufous-bellied Chachalaca,rubcha1,49211281,FALSE,Chachalaca Ventricastaña,Chachalaca Ventricastaña,Chachalaca Ventricastaña,Chachalaca Ventricastaña,Chachalaca Ventricastaña,Chachalaca Vientre Castaño,Chachalaca Ventricastaña,Chachalaca Ventricastaña,Chachalaca Ventricastaña
Ortalis poliocephala,West Mexican Chachalaca,wemcha1,153248731,FALSE,Chachalaca Pechigrís,Chachalaca Pechigrís,Chachalaca Pechigrís,Chachalaca Pechigrís,Chachalaca pechigrís,Chachalaca Pálida,Chachalaca Pechigrís,Chachalaca Pechigrís,Chachalaca Pechigrís
Ortalis canicollis,Chaco Chachalaca,chacha1,572139481,FALSE,Chachalaca Charata,Charata,Chachalaca Charata,Chachalaca Charata,Chachalaca Charata,Chachalaca Charata,Chachalaca Charata,Chachalaca Charata,Chachalaca Charata
Ortalis leucogastra,White-bellied Chachalaca,whbcha1,20375,FALSE,Chachalaca Ventriblanca,Chachalaca Ventriblanca,Chachalaca Ventriblanca,Chachalaca Ventriblanca,Chachalaca Ventriblanca,Chachalaca Vientre Blanco,Chachalaca Ventriblanca,Chachalaca Ventriblanca,Chachalaca Ventriblanca
Ortalis columbiana,Colombian Chachalaca,colcha1,212229,FALSE,Chachalaca colombiana,Chachalaca colombiana,Chachalaca colombiana,Chachalaca colombiana,Chachalaca Colombiana,Chachalaca colombiana,Chachalaca colombiana,Chachalaca colombiana,Chachalaca colombiana
Ortalis guttata,Speckled Chachalaca,specha3,183366391,FALSE,Chachalaca Moteada,Chachalaca Moteada,Chachalaca Moteada,Chachalaca (Guacharaca) Jaspeada,Chachalaca moteada,Chachalaca Moteada,Chachalaca Moteada,Chachalaca Jaspeada,Guacharaca Pechiescamada
Ortalis araucan,East Brasilian Chachalaca,,,FALSE,,,,,,,,,
Ortalis squamata,Scaled Chachalaca,specha4,332027481,FALSE,Chachalaca Escamosa,Chachalaca Escamosa,Chachalaca Escamosa,Chachalaca Escamosa,Chachalaca escamosa,Chachalaca Escamosa,Chachalaca Escamosa,Chachalaca Escamosa,Chachalaca Escamosa
Ortalis motmot,Little Chachalaca,varcha1,78010,FALSE,Chachalaca Guayanesa,Chachalaca Guayanesa,Chachalaca Guayanesa,Chachalaca Guayanesa,Chachalaca guayanesa,Chachalaca Guayanesa,Chachalaca Guayanesa,Chachalaca Guayanesa,Guacharaca Guayanesa
CASUARIIDAE,Cassowaries Emus,,,FALSE,,,,,,,,,
Casuarius casuarius,Southern Cassowary,soucas1,203989761,TRUE,Casuario Común,Casuario Común,Casuario Común,Casuario Común,Casuario Común,Casuario Común,Casuario Común,Casuario Común,Casuario Común
Casuarius bennetti,Dwarf Cassowary,dwacas1,203987101,FALSE,Casuario Menor,Casuario Menor,Casuario Menor,Casuario Menor,Casuario Menor,Casuario Menor,Casuario Menor,Casuario Menor,Casuario Menor
Casuarius unappendiculatus,Northern Cassowary,norcas1,536563291,FALSE,Casuario Unicarunculado,Casuario Unicarunculado,Casuario Unicarunculado,Casuario Unicarunculado,Casuario Unicarunculado,Casuario Unicarunculado,Casuario Unicarunculado,Casuario Unicarunculado,Casuario Unicarunculado
Dromaius novaehollandiae,Emu,emu1,623096519,TRUE,Emú,Emú,Emú,Emú,Emú,Emú,Emú,Emú,Emú
†Dromaius minor,King Island Emu,,,FALSE,,,,,,,,,
†Dromaius baudinianus,Kangoroo Island Emu,,,FALSE,,,,,,,,,
APTERYGIDAE,Kiwis,,,FALSE,,,,,,,,,
Apteryx haastii,Great Spotted Kiwi,grskiw1,617700522,TRUE,Kiwi Moteado Mayor,Kiwi Moteado Mayor,Kiwi Moteado Mayor,Kiwi Moteado Mayor,Kiwi Moteado Mayor,Kiwi Moteado Mayor,Kiwi Moteado Mayor,Kiwi Moteado Mayor,Kiwi Moteado Mayor
Apteryx owenii,Little Spotted Kiwi,liskiw1,596188651,FALSE,Kiwi Moteado Menor,Kiwi Moteado Menor,Kiwi Moteado Menor,Kiwi Moteado Menor,Kiwi Moteado Menor,Kiwi Moteado Menor,Kiwi Moteado Menor,Kiwi Moteado Menor,Kiwi Moteado Menor
Apteryx mantelli,North Island Brown Kiwi,nibkiw1,623165890,TRUE,Kiwi norteño,Kiwi norteño,Kiwi norteño,Kiwi norteño,Kiwi Norteño,Kiwi norteño,Kiwi norteño,Kiwi norteño,Kiwi norteño
Apteryx australis,Southern Brown Kiwi,sobkiw1,85614831,FALSE,Kiwi Sureño,Kiwi Sureño,Kiwi Sureño,Kiwi Sureño,Kiwi sureño,Kiwi Sureño,Kiwi Sureño,Kiwi Sureño,Kiwi Sureño
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,349286621,FALSE,Chachalaca Cejuda,Chachalaca Cejuda,Chachalaca Cejuda,Chachalaca Cejuda,Chachalaca Cejuda,Chachalaca Cejuda,Chachalaca Cejuda,Chachalaca Cejuda,Chachalaca Cejuda
Nothocrax urumutum,Nocturnal Curassow,noccur1,34378,FALSE,Paují Nocturno,Paují Nocturno,Paují Nocturno,Pavón Nocturno,Paují Nocturno,Paují Nocturno,Paují Nocturno,Paujil Nocturno,Paují Nocturno
Crax rubra,Great Curassow,grecur1,398165901,TRUE,Pavón Norteño,Pavón Norteño,Pavón Grande,Pavón (Paujil) Grande,Pavón Norteño,Hocofaisán,Pavón Grande,Pavón Norteño,Pavón Norteño
Crax alberti,Blue-billed Curassow,bubcur1,203963551,FALSE,Pavón Piquiazul,Pavón Piquiazul,Pavón Piquiazul,Pavón Piquiazul,Pavón piquiazul,Pavón Piquiazul,Pavón Piquiazul,Pavón Piquiazul,Pavón Piquiazul
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,386558971,FALSE,Pavón Porú,Pavón Porú,Pavón Porú,Pavón Porú,Pavón Porú,Pavón Porú,Pavón Porú,Pavón Porú,Paují de Copete
Crax alector,Black Curassow,blacur1,322191801,FALSE,Pavón Guayanés,Pavón Guayanés,Pavón Guayanés,Pavón Guayanés,Pavón Guayanés,Pavón Guayanés,Pavón Guayanés,Pavón Guayanés,Paují Culo Blanco
Crax fasciolata,Bare-faced Curassow,bafcur1,203894921,FALSE,Pavón Muitú,Muitú,Pavón Muitú,Pavón Muitú,Pavón Muitú,Pavón Muitú,Pavón Muitú,Pavón Muitú,Pavón Muitú
Crax pinima,Belem Curassow,,,FALSE,Pavón Muitú (pinima),Pavón Muitú (pinima),Pavón Muitú (pinima),Pavón Muitú (pinima),Pavón muitú (pinima),Pavón Muitú (pinima),Pavón Muitú (pinima),Pavón Muitú (pinima),Pavón Muitú (pinima)
Crax globulosa,Wattled Curassow,watcur1,219106901,FALSE,Pavón Carunculado,Pavón Carunculado,Pavón Carunculado,Pavón (Paujil) Carunculado,Pavón Carunculado,Pavón Carunculado,Pavón Carunculado,Paujil Carunculado,Pavón Carunculado
Crax blumenbachii,Red-billed Curassow,rebcur1,625223109,FALSE,Pavón Piquirrojo,Pavón Piquirrojo,Pavón Piquirrojo,Pavón Piquirrojo,Pavón Piquirrojo,Pavón Piquirrojo,Pavón Piquirrojo,Pavón Piquirrojo,Pavón Piquirrojo
Mitu tomentosum,Crestless Curassow,crecur2,317505041,FALSE,Paují Culicastaño,Paují Culicastaño,Paují Culicastaño,Paují Culicastaño,Paují Culicastaño,Paují Culicastaño,Paují Culicastaño,Paují Culicastaño,Paují Culo Colorado
Mitu mitu,Alagoas Curassow,alacur1,,FALSE,Paují de Alagoas,Paují de Alagoas,Paují de Alagoas,Paují de Alagoas,Paují de Alagoas,Paují de Alagoas,Paují de Alagoas,Paují de Alagoas,Paují de Alagoas
Mitu tuberosum,Razor-billed Curassow,rabcur2,559592971,FALSE,Paují Tuberoso,Paují Tuberoso,Paují Tuberoso,Paují Tuberoso,Paují Tuberoso,Paují Tuberoso,Paují Tuberoso,Paujil Común,Paují Tuberoso
Mitu salvini,Salvin's Curassow,salcur1,629970995,FALSE,Paují Culiblanco,Paují Culiblanco,Paují Culiblanco,Pavón (Paujil) de Salvin,Paují Culiblanco,Paují Culiblanco,Paují Culiblanco,Paujil de Salvin,Paují Culiblanco
Pauxi unicornis,Horned Curassow,horcur3,534805601,FALSE,Paují Unicornio Boliviano,Paují Unicornio Boliviano,Paují Unicornio Boliviano,Paují Unicornio Boliviano,Paují unicornio boliviano,Paují Unicornio Boliviano,Paují Unicornio Boliviano,Paují Unicornio Boliviano,Paují Unicornio Boliviano
Pauxi koepckeae,Sira Curassow,horcur2,32320171,FALSE,Paují unicornio peruano,Paují unicornio peruano,Paují unicornio peruano,Paují unicornio peruano,Paují Unicornio Peruano,Paují unicornio peruano,Paují unicornio peruano,Paujil del Sira,Paují unicornio peruano
Pauxi pauxi,Helmeted Curassow,helcur1,63667,FALSE,Paují de Yelmo,Paují de Yelmo,Paují de Yelmo,Paují de Yelmo,Paují de yelmo,Paují de Yelmo,Paují de Yelmo,Paují de Yelmo,Paují Copete de Piedra
Arborophila crudigularis,Taiwan Partridge,taipar1,39795,FALSE,Arborófila de Formosa,Arborófila de Formosa,Arborófila de Formosa,Arborófila de Formosa,Arborófila de Formosa,Arborófila de Formosa,Arborófila de Formosa,Arborófila de Formosa,Arborófila de Formosa
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,239603,FALSE,Arborófila Pechirroja,Arborófila Pechirroja,Arborófila Pechirroja,Arborófila Pechirroja,Arborófila Pechirroja,Arborófila Pechirroja,Arborófila Pechirroja,Arborófila Pechirroja,Arborófila Pechirroja
Arborophila brunneopectus,Bar-backed Partridge,babpar1,113529,FALSE,Arborófila Pechiparda,Arborófila Pechiparda,Arborófila Pechiparda,Arborófila Pechiparda,Arborófila Pechiparda,Arborófila Pechiparda,Arborófila Pechiparda,Arborófila Pechiparda,Arborófila Pechiparda
Arborophila rufipectus,Sichuan Partridge,sicpar1,637394890,FALSE,Arborófila de Sichuán,Arborófila de Sichuán,Arborófila de Sichuán,Arborófila de Sichuán,Arborófila de Sichuán,Arborófila de Sichuán,Arborófila de Sichuán,Arborófila de Sichuán,Arborófila de Sichuán
Arborophila gingica,Collared Partridge,whnpar2,48693791,FALSE,Arborófila de Fujián,Arborófila de Fujián,Arborófila de Fujián,Arborófila de Fujián,Arborófila de Fujián,Arborófila de Fujián,Arborófila de Fujián,Arborófila de Fujián,Arborófila de Fujián
Arborophila davidi,Orange-necked Partridge,ornpar1,569348161,FALSE,Arborófila de David,Arborófila de David,Arborófila de David,Arborófila de David,Arborófila de David,Arborófila de David,Arborófila de David,Arborófila de David,Arborófila de David
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,630487371,FALSE,Arborófila de Camboya,Arborófila de Camboya,Arborófila de Camboya,Arborófila de Camboya,Arborófila de Camboya,Arborófila de Camboya,Arborófila de Camboya,Arborófila de Camboya,Arborófila de Camboya
Arborophila campbelli,Malay Partridge,gybpar3,203886611,FALSE,Arborófila de Malasia,Arborófila de Malasia,Arborófila de Malasia,Arborófila de Malasia,Arborófila de Malasia,Arborófila de Malasia,Arborófila de Malasia,Arborófila de Malasia,Arborófila de Malasia
Arborophila rolli,Tan-breasted Partridge,gybpar5,175504,FALSE,Arborófila batak,Arborófila batak,Arborófila batak,Arborófila batak,Arborófila batak,Arborófila batak,Arborófila batak,Arborófila batak,Arborófila batak
Arborophila sumatrana,Sumatran Partridge,gybpar6,491844231,FALSE,Arborófila de Sumatra,Arborófila de Sumatra,Arborófila de Sumatra,Arborófila de Sumatra,Arborófila de Sumatra,Arborófila de Sumatra,Arborófila de Sumatra,Arborófila de Sumatra,Arborófila de Sumatra
Arborophila orientalis,White-faced Partridge,gybpar4,181897,FALSE,Arborófila Oriental,Arborófila Oriental,Arborófila Oriental,Arborófila Oriental,Arborófila oriental,Arborófila Oriental,Arborófila Oriental,Arborófila Oriental,Arborófila Oriental
