Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,cs
Colonia colonus,Long-tailed Tyrant,lottyr1,69688,FALSE,tyranovec dlouhoocasý
Myiophobus crypterythrus,Mouse-grey Flycatcher,brcfly4,131367101,FALSE,
Myiophobus fasciatus,Bran-colored Flycatcher,brcfly1,366611101,FALSE,
Myiophobus rufescens,Rufescent Flycatcher,brcfly3,74349341,FALSE,
Myiophobus cryptoxanthus,Olive-chested Flycatcher,olcfly1,613091739,FALSE,tyranovec olivovoprsý
Myiophobus flavicans,Flavescent Flycatcher,flafly2,387473241,FALSE,tyranovec žlutoolivový
Myiophobus phoenicomitra,Orange-crested Flycatcher,orcfly1,623304445,FALSE,tyranovec oranžovokorunkatý
Myiophobus inornatus,Unadorned Flycatcher,unafly1,31740881,FALSE,tyranovec prostý
Myiophobus roraimae,Roraiman Flycatcher,rorfly1,437282151,FALSE,tyranovec roraimský
Silvicultrix frontalis,Crowned Chat-tyrant,crocht1,222114391,FALSE,
Silvicultrix jelskii,Jelski's Chat-tyrant,jelcht1,190140951,FALSE,tyranovec Jelského
Silvicultrix pulchella,Golden-browed Chat-tyrant,gobcht1,647142621,FALSE,
Silvicultrix diadema,Yellow-bellied Chat-tyrant,yebcht1,211742,FALSE,tyranovec žlutobrvý
Colorhamphus parvirostris,Patagonian Tyrant,pattyr2,249523721,FALSE,tyranovec patagonský
Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,slbcht2,203698941,FALSE,
Ochthoeca nigrita,Blackish Chat-tyrant,slbcht1,456811621,FALSE,
Ochthoeca thoracica,Chestnut-belted Chat-tyrant,slbcht3,33649,FALSE,tyranovec kaštanovoprsý
Ochthoeca rufipectoralis,Rufous-breasted Chat-tyrant,rbctyr1,69596851,FALSE,tyranovec rezavoprsý
Ochthoeca fumicolor,Brown-backed Chat-tyrant,bbctyr1,69597071,FALSE,
Ochthoeca superciliosa,Rufous-browed Chat-tyrant,bnbcht2,69679,FALSE,
Ochthoeca oenanthoides,D'Orbigny's Chat-tyrant,dorcht1,212949,FALSE,tyranovec andský
Ochthoeca piurae,Piura Chat-tyrant,pictyr1,69597511,FALSE,tyranovec piurský
Ochthoeca leucophrys,White-browed Chat-tyrant,wbctyr1,591280581,FALSE,tyranovec běločelý
Ochthoeca salvini,Tumbes Tyrant,tumtyr2,13262,FALSE,tyranovec akáciový
Sublegatus arenarum,Northern Scrub-flycatcher,nosfly1,51867481,FALSE,tyrančík křovištní
Sublegatus obscurior,Amazonian Scrub-flycatcher,amsfly1,203934221,FALSE,tyrančík amazonský
Sublegatus modestus,Southern Scrub-flycatcher,sosfly1,174997,FALSE,
Pyrocephalus rubinus,Common Vermilion Flycatcher,verfly,188210,TRUE,
Pyrocephalus nanus,Little Vermilion Flycatcher,brufly1,352838631,FALSE,
†Pyrocephalus dubius,Least Vermilion Flycatcher,,,FALSE,
Fluvicola pica,Pied Water-tyrant,piwtyr1,69691,FALSE,
Fluvicola albiventer,Black-backed Water-tyrant,bbwtyr1,69264461,FALSE,tyranovec černohřbetý
Fluvicola nengeta,Masked Water-tyrant,mawtyr1,469184481,FALSE,tyranovec bělořitovitý
Arundinicola leucocephala,White-headed Marsh-tyrant,whmtyr1,128051,FALSE,tyranovec bělohlavý
Gubernetes yetapa,Streamer-tailed Tyrant,stttyr2,224489221,FALSE,tyranovec vidlochvostý
Muscipipra vetula,Shear-tailed Grey Tyrant,shtgrt1,520247411,FALSE,tyranovec nůžkoocasý
Alectrurus tricolor,Cock-tailed Tyrant,cottyr1,638645707,FALSE,tyranovec vějířoocasý
Alectrurus risora,Strange-tailed Tyrant,stttyr1,132886,TRUE,tyranovec vlajkoocasý
Lessonia rufa,Austral Negrito,ausneg1,612482752,FALSE,
Lessonia oreas,Andean Negrito,andneg1,301170,FALSE,tyranovec drápkatý
Hymenops perspicillatus,Spectacled Tyrant,spetyr1,640677382,FALSE,tyranovec brýlový
Knipolegus orenocensis,Riverside Tyrant,rivtyr2,370002561,FALSE,tyranovec říční
Knipolegus sclateri,Sclater's Black-tyrant,,,FALSE,
Knipolegus poecilocercus,Amazonian Black-tyrant,ambtyr1,140575071,FALSE,tyranovec amazonský
Knipolegus poecilurus,Rufous-tailed Tyrant,ruttyr1,388751581,FALSE,tyranovec rezavoocasý
Knipolegus franciscanus,Caatinga Black-tyrant,whwblt2,627763358,FALSE,tyranovec caatinkový
Knipolegus lophotes,Crested Black-tyrant,crbtyr1,113418,FALSE,tyranovec chocholatý
Knipolegus nigerrimus,Velvety Black-tyrant,vebtyr1,169826,FALSE,tyranovec brazilský
Knipolegus signatus,Andean Black-tyrant,andtyr3,,FALSE,tyranovec Jelského
Knipolegus cabanisi,Plumbeous Black-tyrant,andtyr2,644811816,FALSE,
Knipolegus cyanirostris,Blue-billed Black-tyrant,bbbtyr1,203960211,FALSE,tyranovec modrozobý
Knipolegus striaticeps,Cinereous Black-tyrant,cintyr1,213869,FALSE,tyranovec šedočerný
Knipolegus hudsoni,Hudson's Black-tyrant,hubtyr1,627879307,FALSE,tyranovec uhlový
Knipolegus aterrimus,White-winged Black-tyrant,whwblt1,244962591,FALSE,
Knipolegus heterogyna,White-rumped Black-tyrant,,,FALSE,
Satrapa icterophrys,Yellow-browed Tyrant,yebtyr2,634327269,FALSE,tyranovec satrapa
Muscisaxicola fluviatilis,Little Ground-tyrant,ligtyr1,,FALSE,tyranovec písčinový
Muscisaxicola maculirostris,Spot-billed Ground-tyrant,sbgtyr1,256227001,FALSE,tyranovec skvrnozobý
Muscisaxicola griseus,Taczanowski's Ground-tyrant,tacgrt1,643568092,FALSE,
Muscisaxicola juninensis,Puna Ground-tyrant,pugtyr1,622893305,FALSE,tyranovec punový
Muscisaxicola cinereus,Cinereous Ground-tyrant,cingrt1,456289011,FALSE,tyranovec popelavý
Muscisaxicola albifrons,White-fronted Ground-tyrant,wfgtyr1,611935584,FALSE,tyranovec velehorský
Muscisaxicola flavinucha,Ochre-naped Ground-tyrant,ongtyr1,203961761,FALSE,tyranovec žlutotýlý
Muscisaxicola rufivertex,Rufous-naped Ground-tyrant,rngtyr1,617249812,FALSE,tyranovec rezavotýlý
Muscisaxicola occipitalis,Chestnut-naped Ground-tyrant,,,FALSE,
Muscisaxicola maclovianus,Dark-faced Ground-tyrant,dafgrt1,34740671,FALSE,tyranovec tmavohlavý
Muscisaxicola albilora,White-browed Ground-tyrant,wbgtyr1,407831301,FALSE,tyranovec rezavočapkový
Muscisaxicola alpinus,Plain-capped Ground-tyrant,plcgrt1,204023381,FALSE,
Muscisaxicola capistratus,Cinnamon-bellied Ground-tyrant,cibgrt1,203960251,FALSE,tyranovec stepní
Muscisaxicola frontalis,Black-fronted Ground-tyrant,bfgtyr1,632984242,FALSE,tyranovec černočelý
Cnemarchus erythropygius,Red-rumped Bush-tyrant,rrbtyr1,636320670,FALSE,tyranovec červenokostřecový
Polioxolmis rufipennis,Rufous-webbed Bush-tyrant,rwbtyr1,156481681,FALSE,tyranovec rezavoperý
Xolmis pyrope,Fire-eyed Diucon,fiediu1,613838890,FALSE,tyranovec rudooký
Xolmis cinereus,Grey Monjita,,,FALSE,tyranovec vousatý
Xolmis coronatus,Black-crowned Monjita,bkcmon1,203963501,FALSE,tyranovec černotemenný
Xolmis velatus,White-rumped Monjita,whrmon2,69262581,FALSE,tyranovec bělořitý
Xolmis irupero,White Monjita,whimon1,700384,FALSE,tyranovec bílý
Xolmis salinarum,Salinas Monjita,salmon1,301550,FALSE,tyranovec slaništní
Xolmis rubetra,Rusty-backed Monjita,rubmon1,393377701,FALSE,
Xolmis dominicanus,Black-and-white Monjita,bawmon3,612506463,FALSE,tyranovec černobílý
Agriornis montanus,Black-billed Shrike-tyrant,bkbsht1,410550411,FALSE,tyranovec bledooký
Agriornis albicauda,White-tailed Shrike-tyrant,wtstyr1,243925,FALSE,tyranovec běloocasý
Agriornis lividus,Great Shrike-tyrant,gresht1,303936,FALSE,tyranovec velký
Agriornis micropterus,Grey-bellied Shrike-tyrant,gybsht1,506652861,FALSE,tyranovec hákozobý
Agriornis murinus,Lesser Shrike-tyrant,lessht1,136949191,FALSE,tyranovec šedohnědý
Neoxolmis rufiventris,Chocolate-vented Tyrant,chvtyr2,33228941,FALSE,tyranovec rezavobřichý
Myiotheretes striaticollis,Streak-throated Bush-tyrant,stbtyr1,591281401,FALSE,tyranovec čárkohrdlý
Myiotheretes pernix,Santa Marta Bush-tyrant,smbtyr1,203965331,FALSE,tyranovec kolumbijský
Myiotheretes fumigatus,Smoky Bush-tyrant,smbtyr2,623321650,FALSE,tyranovec kouřový
Myiotheretes fuscorufus,Rufous-bellied Bush-tyrant,rbbtyr1,35987,FALSE,tyranovec rezavopruhý
Ochthornis littoralis,Drab Water-tyrant,drwtyr1,227932391,FALSE,tyranovec břehový
Cnemotriccus fuscatus,Fuscous Flycatcher,fusfly1,324434691,FALSE,tyranovec hnědý
Aphanotriccus capitalis,Tawny-chested Flycatcher,tacfly1,550849191,FALSE,tyranovec středoamerický
Aphanotriccus audax,Black-billed Flycatcher,blbfly1,109558401,FALSE,tyranovec černozobý
Lathrotriccus euleri,Euler's Flycatcher,eulfly1,89009,FALSE,tyranovec nenápadný
Lathrotriccus griseipectus,Grey-breasted Flycatcher,gybfly1,203699121,FALSE,tyranovec šedoprsý
Mitrephanes phaeocercus,Tufted Flycatcher,tuffly,59322071,FALSE,
Mitrephanes olivaceus,Olive Flycatcher,olifly2,232712061,FALSE,tyranovec střapatý
Sayornis nigricans,Black Phoebe,blkpho,367504221,FALSE,tyranovec černý
Sayornis phoebe,Eastern Phoebe,easpho,426779621,TRUE,tyranovec domácí
Sayornis saya,Say's Phoebe,saypho,191105,TRUE,tyranovec okrovobřichý
Empidonax virescens,Acadian Flycatcher,acafly,73916,TRUE,tyranovec zelenavý
Empidonax flaviventris,Yellow-bellied Flycatcher,yebfly,100881,FALSE,tyranovec žlutobřichý
Empidonax flavescens,Yellowish Flycatcher,yelfly1,199518,FALSE,tyranovec olivovožlutavý
Empidonax difficilis,Pacific-slope Flycatcher,wesfly,7600,FALSE,tyranovec západoamerický
Empidonax occidentalis,Cordilleran Flycatcher,,,FALSE,
Empidonax albigularis,White-throated Flycatcher,whtfly1,31997351,FALSE,tyranovec lejskovitý
Empidonax traillii,Willow Flycatcher,wilfly,191178,FALSE,tyranovec olšový/vrbový
Empidonax alnorum,Alder Flycatcher,aldfly,132247,FALSE,tyranovec olšový
Empidonax fulvifrons,Buff-breasted Flycatcher,bubfly,267308351,FALSE,tyranovec plavoprsý
Empidonax atriceps,Black-capped Flycatcher,blcfly1,46236331,FALSE,tyranovec černočapkový
Empidonax wrightii,American Grey Flycatcher,gryfly,43462551,FALSE,tyranovec šedý
Empidonax minimus,Least Flycatcher,leafly,219691,FALSE,tyranovec malinký
Empidonax hammondii,Hammond's Flycatcher,hamfly,56931,FALSE,tyranovec Hammondův
Empidonax oberholseri,American Dusky Flycatcher,dusfly,534684,FALSE,tyranovec Oberholserův
Empidonax affinis,Pine Flycatcher,pinfly1,518297361,FALSE,tyranovec sosnový
Contopus cooperi,Olive-sided Flycatcher,olsfly,109254,FALSE,tyranovec severský
Contopus pertinax,Greater Pewee,grepew,267053501,FALSE,tyranovec Couesův
Contopus lugubris,Dark Pewee,darpew1,622634741,FALSE,tyranovec tmavý
Contopus fumigatus,Smoke-colored Pewee,smcpew1,203932171,FALSE,
Contopus ochraceus,Ochraceous Pewee,ochpew1,359027741,FALSE,tyranovec okrový
Contopus sordidulus,Western Wood-pewee,wewpew,539737,FALSE,tyranovec západní
Contopus virens,Eastern Wood-pewee,eawpew,73930,FALSE,tyranovec východní
Contopus bogotensis,Northern Tropical Pewee,tropew4,7354,FALSE,
Contopus punensis,Western Tropical Pewee,tropew2,21547,FALSE,tyranovec tumbeský
Contopus cinereus,Southern Tropical Pewee,tropew3,620465604,FALSE,
Contopus caribeaus,Cuban Pewee,cubpew1,90697,FALSE,
Contopus pallidus,Jamaican Pewee,jampew1,612222748,FALSE,tyranovec jamajský
Contopus hispaniolensis,Hispaniolan Pewee,hispew1,55802,FALSE,tyranovec haitský
Contopus latirostris,Lesser Antillean Pewee,leapew1,26248971,FALSE,tyranovec antilský
Contopus albogularis,White-throated Pewee,whtpew1,182585,FALSE,tyranovec bělobradý
Contopus nigrescens,Blackish Pewee,blapew1,126665,FALSE,tyranovec černavý
Xenotriccus callizonus,Belted Flycatcher,belfly1,362558261,FALSE,tyranovec pásoprsý
Xenotriccus mexicanus,Pileated Flycatcher,pilfly1,246466871,FALSE,tyranovec mexický
MENURIDAE,Lyrebirds,,,FALSE,
Menura alberti,Albert's Lyrebird,alblyr1,624017637,FALSE,lyrochvost Albertův
Menura novaehollandiae,Superb Lyrebird,suplyr1,8004,TRUE,lyrochvost nádherný
ATRICHORNITHIDAE,Scrub-birds,,,FALSE,
Atrichornis rufescens,Rufous Scrub-bird,rusbir1,79609861,FALSE,křováček rezavý
Atrichornis clamosus,Noisy Scrub-bird,nosbir1,177747761,FALSE,křováček zvučný
PTILONORHYNCHIDAE,Bowerbirds,,,FALSE,
Ailuroedus buccoides,White-eared Catbird,whecat1,608804626,FALSE,lemčík bělouchý
Ailuroedus melanotis,Black-eared Catbird,bkecat4,203997141,FALSE,lemčík černouchý
Ailuroedus crassirostris,Green Catbird,grecat1,99560781,FALSE,lemčík tlustozobý
Scenopoeetes dentirostris,Tooth-billed Bowerbird,tobcat2,229496,FALSE,lemčík zejkozobý
Archboldia papuensis,Archbold's Bowerbird,arcbow1,200929,FALSE,lemčík papuánský
Amblyornis macgregoriae,MacGregor's Bowerbird,macbow2,203988121,FALSE,lemčík oranžovochocholatý
Amblyornis subalaris,Streaked Bowerbird,strbow1,310640,FALSE,lemčík pruhoprsý
Amblyornis inornata,Vogelkop Bowerbird,vogbow2,91688211,FALSE,lemčík prostý
Amblyornis flavifrons,Yellow-fronted Bowerbird,gofbow1,139566,FALSE,lemčík zlatočelý
Prionodura newtoniana,Golden Bowerbird,golbow1,71669,FALSE,lemčík zlatý
Sericulus chrysocephalus,Regent Bowerbird,regbow1,197541121,TRUE,lemčík královský
Sericulus ardens,Flame Bowerbird,flabow2,609060176,FALSE,lemčík ohnivý
Sericulus aureus,Masked Bowerbird,flabow3,,FALSE,lemčík černolící
Sericulus bakeri,Adelbert Bowerbird,fimbow1,,FALSE,lemčík hřívnatý
Ptilonorhynchus violaceus,Satin Bowerbird,satbow1,16236,FALSE,lemčík hedvábný
Chlamydera maculata,Spotted Bowerbird,spobow1,300286071,FALSE,lemčík skvrnitý
Chlamydera guttata,Western Bowerbird,wesbow1,351450701,FALSE,lemčík západní
Chlamydera lauterbachi,Yellow breasted Bowerbird,yebbow1,,FALSE,lemčík žlutoprsý
Chlamydera nuchalis,Great Bowerbird,grebow1,363056461,FALSE,lemčík velký
Chlamydera cerviniventris,Fawn-breasted Bowerbird,fabbow1,203989721,FALSE,lemčík plavý
CLIMACTERIDAE,Australasian Treecreepers,,,FALSE,
Cormobates leucophaea,White-throated Treecreeper,whttre3,233675,FALSE,lezčík bělohrdlý
Cormobates placens,Papuan Treecreeper,paptre1,203981561,FALSE,lezčík papuánský
Climacteris erythrops,Red-browed Treecreeper,rebtre1,556706231,FALSE,lezčík kaštanovobrvý
Climacteris affinis,White-browed Treecreeper,whbtre2,612486636,FALSE,lezčík proužkobřichý
Climacteris rufus,Rufous Treecreeper,ruftre3,633338050,FALSE,lezčík hnědý
Climacteris picumnus,Brown Treecreeper,brotre2,100811431,FALSE,lezčík hnědý
Climacteris melanurus,Black-tailed Treecreeper,bkttre1,203985661,FALSE,lezčík černoocasý
MALURIDAE,Fairy-wrens,,,FALSE,
Sipodotus wallacii,Wallace's Fairy-wren,walfai1,252121931,FALSE,hnědáček bělobřichý
Clytomyias insignis,Orange-crowned Fairy-wren,orcfai1,203999221,FALSE,hnědáček oranžovohlavý
Chenorhampus grayi,Broad-billed Fairy-wren,,,FALSE,
Malurus cyanocephalus,Emperor Fairy-wren,empfai1,65940,FALSE,modropláštník modrý
Malurus coronatus,Purple-crowned Fairy-wren,pucfai2,203985751,FALSE,modropláštník korunkatý
Malurus elegans,Red-winged Fairy-wren,rewfai1,384359981,FALSE,modropláštník západoaustralský
Malurus pulcherimus,Blue-brested Fairy-wren,,,FALSE,
Malurus amabilis,Lovely Fairy-wren,lovfai1,239131451,FALSE,modropláštník krásný
Malurus lamberti,Variegated Fairy-wren,varfai5,619569781,FALSE,modropláštník fialovohřbetý/proměnlivý
Malurus cyaneus,Superb Fairy-wren,supfai1,411663071,FALSE,modropláštník nádherný
Malurus splendens,Splendid Fairy-wren,splfai1,203930751,TRUE,modropláštník modrofialový
Malurus alboscapulatus,White-shouldered Fairy-wren,whsfai1,203972481,FALSE,černáček běloramený
Malurus melanocephalus,Red-backed Fairy-wren,rebfai1,58394971,TRUE,černáček rudohřbetý
Malurus leucopterus,White-winged Fairy-wren,whwfai1,643176737,FALSE,modropláštník bělokřídlý
Stipiturus malachurus,Southern Emu-wren,souemu1,182473501,FALSE,pokřováček vláknoocasý
Stipiturus mallee,Mallee Emu-wren,malemu1,78537341,FALSE,pokřováček modrohrdlý
Stipiturus ruficeps,Rufous-crowned Emu-wren,rucemu1,647119724,FALSE,pokřováček spinifexový
Amytornis barbatus,Grey Grasswren,grygra1,498959931,FALSE,trávníček bělobrvý
Amytornis woodwardi,White-throated Grasswren,whtgra1,250472121,FALSE,trávníček bělohrdlý
Amytornis dorotheae,Carpentarian Grasswren,cargra2,62035621,FALSE,trávníček běloprsý
Amytornis striatus,Striated Grasswren,strgra2,643917817,FALSE,trávníček proužkovaný
Amytornis merrotsyi,Short-tailed Grasswren,shtgra1,463092931,FALSE,trávníček krátkoocasý
Amytornis housei,Black Grasswren,blagra1,627800327,FALSE,trávníček žíhaný
Amytornis goyderi,Eyrean Grasswren,eyrgra1,203888281,FALSE,trávníček pouštní
Amytornis ballarae,Kalkadoon Grasswren,kalgra1,203888531,FALSE,trávníček kalkatungský
Amytornis purnelli,Dusky Grasswren,dusgra1,203888311,FALSE,trávníček rezavouzdičkový
Amytornis textilis,Western Grasswren,thbgra1,644185244,FALSE,trávníček západní
Amytornis modestus,Thick-billed Grasswren,thbgra4,645624039,FALSE,trávníček tlustozobý
Philemon eichhorni,New Ireland Friarbird,neifri1,,FALSE,zoborožík novoirský
Philemon albitorques,White-naped Friarbird,whnfri1,650796160,FALSE,zoborožík manuský
Philemon argenticeps,Silver-crowned Friarbird,sicfri1,203978221,FALSE,zoborožík stříbrokorunkatý
Philemon corniculatus,Noisy Friarbird,noifri1,226189,FALSE,zoborožík křiklavý
Philemon diemenensis,New Caledonian Friarbird,necfri1,203908041,FALSE,zoborožík novokaledonský
Sugomel nigrum,Black Honeyeater,blahon1,180263891,FALSE,medosavka černobílá
Vosea whitemanensis,Bismarck Honeyeater,bismel1,,FALSE,květosavka bismarcká
Myzomela blasii,Drab Myzomela,sermyz1,518219,FALSE,medosavka ambonská
Myzomela albigula,White-chinned Myzomela,whcmyz1,,FALSE,medosavka bělohrdlá
Myzomela cineracea,Ashy Myzomela,ashmyz1,,FALSE,medosavka popelavá
Myzomela eques,Ruby-throated Myzomela,retmyz1,,FALSE,medosavka rubínovohrdlá
Myzomela simplex,Moluccan Myzomela,dusmyz4,203990311,FALSE,medosavka molucká
Myzomela rubrotincta,Obi Myzomela,dusmyz3,,FALSE,medosavka načervenalá
Myzomela rubrobrunnea,Red-brown Myzomela,dusmyz2,,FALSE,medosavka biacká
Myzomela obscura,Dusky Myzomela,dusmyz5,62813261,FALSE,medosavka temná
Myzomela erythrina,Reddish Myzomela,redmyz3,,FALSE,medosavka červenavá
Myzomela cruentata,Red Myzomela,redmyz2,139607,FALSE,medosavka červená
Myzomela nigrita,Papuan Black Myzomela,blamyz1,640055149,FALSE,medosavka sazová
Myzomela pulchella,New Ireland Myzomela,neimyz1,,FALSE,medosavka novoirská
Myzomela kuehni,Crimson-hooded Myzomela,crhmyz1,609099749,FALSE,medosavka rudokápá
Myzomela erythrocephala,Red-headed Myzomela,rehmyz1,462072941,FALSE,medosavka červenohlavá
Myzomela dammermani,Sumba Myzomela,summyz1,609063408,FALSE,medosavka sumbská
Myzomela adolphinae,Mountain Myzomela,moumyz1,22787,FALSE,medosavka drobná
Myzomela chermesina,Rotuma Myzomela,rotmyz1,626629576,FALSE,medosavka rotumská
Myzomela chloroptera,Sulawesi Myzomela,sulmyz1,203909361,FALSE,medosavka celebeská
Myzomela batjanensis,Bacan Myzomela,sulmyz3,,FALSE,medosavka batjanská
Myzomela wakoloensis,Wakolo Myzomela,wakmyz1,613382309,FALSE,medosavka molucká
Myzomela boiei,Banda Myzomela,banmyz1,616087531,FALSE,medosavka bandská
Myzomela sanguinolenta,Scarlet Myzomela,scamyz1,123795021,FALSE,medosavka šarlatová
Myzomela caledonica,New Caledonian Myzomela,necmyz1,203908011,FALSE,medosavka novokaledonská
Myzomela cardinalis,Cardinal Myzomela,carmyz1,141714701,FALSE,medosavka tangarovitá
Myzomela rubratra,Micronesian Myzomela,micmyz1,140180,FALSE,medosavka mikronéská
Myzomela sclateri,Sclater's Myzomela,scbmyz1,203976801,FALSE,medosavka rudohrdlá
Myzomela pammelaena,Bismarck Black Myzomela,ebomyz1,650735895,FALSE,medosavka ebenová
Myzomela lafargei,Red-capped Myzomela,scnmyz1,202740,FALSE,medosavka červenošíjná
Myzomela eichhorni,Crimson-rumped Myzomela,yevmyz1,68417341,FALSE,medosavka červenokostřecová
Myzomela malaitae,Malaita Myzomela,rebmyz1,122526431,FALSE,medosavka malaitská
Myzomela melanocephala,Black-headed Myzomela,blhmyz1,,FALSE,medosavka černohlavá
Myzomela tristrami,Sooty Myzomela,soomyz1,247112,FALSE,medosavka černolesklá
Myzomela jugularis,Orange-breasted Myzomela,orbmyz1,203908791,FALSE,medosavka oranžovoprsá
Myzomela erythromelas,Black-bellied Myzomela,blbmyz1,,FALSE,medosavka novobritská
Myzomela vulnerata,Red-rumped Myzomela,bkbmyz1,577058491,FALSE,medosavka černoprsá
Myzomela rosenbergii,Red-collared Myzomela,recmyz1,203972541,FALSE,medosavka červenočerná
Myzomela longirostris,Long-billed Myzomela,recmyz3,,FALSE,medosavka dlouhozobá
Acanthorhynchus superciliosus,Western Spinebill,wesspi1,14935,FALSE,jehlozobka západní
Acanthorhynchus tenuirostris,Eastern Spinebill,easspi1,97435051,FALSE,jehlozobka východní
Certhionyx variegatus,Pied Honeyeater,piehon1,176318211,FALSE,medosavka stračí
Prosthemadera novaeseelandiae,Tui,tui1,136121,TRUE,tui zpěvný
Anthornis melanura,New Zealand Bellbird,nezbel1,203921991,TRUE,medosavka novozélandská
†Anthornis melanura,Chatham Bellbird,,,FALSE,
Pycnopygius ixoides,Plain Honeyeater,plahon1,100491,FALSE,květosavka hnědá
Pycnopygius cinereus,Marbled Honeyeater,marhon1,641974249,FALSE,květosavka mramorovaná
Pycnopygius stictocephalus,Streak-headed Honeyeater,sthhon1,203987991,FALSE,květosavka proužkohlavá
Gliciphila undulata,Barred Honeyeater,barhon2,33949491,FALSE,medosavka šupinkatá
Gliciphila melanops,Tawny-crowned Honeyeater,tachon1,151153591,FALSE,medosavka linduškovitá
