Latin,English,Croatian
H. p. melitensis,Mediterranean Storm-petrel,burnica
Hydrobates castro,Band-rumped Storm-petrel,madeirska burnica
Hydrobates monteiroi,Monteiro's Storm-petrel,azorska burnica
Hydrobates matsudairae,Matsudaira's Storm-petrel,vulkanska burnica
Hydrobates melania,Black Storm-petrel,crna burnica
Hydrobates homochroa,Ashy Storm-petrel,kalifornijska burnica
Hydrobates microsoma,Least Storm-petrel,mala burnica
Hydrobates tethys,Wedge-rumped Storm-petrel,galapagoska burnica
Hydrobates leucorhous,Leach's Storm-petrel,burnica lastarka
Hydrobates monorhis,Swinhoe's Storm-petrel,mrka burnica
Hydrobates macrodactylus,Guadalupe Storm-petrel,gvadalupska burnica
Hydrobates tristrami,Tristram's Storm-petrel,havajska burnica
Hydrobates markhami,Markham's Storm-petrel,parakaska burnica
Hydrobates furcatus,Fork-tailed Storm-petrel,svijetla burnica
Hydrobates hornbyi,Ringed Storm-petrel,sinja burnica
DIOMEDEIDAE,Albatrosses,albatrosi
Diomedea sanfordi,Northern Royal Albatross,novozelandski albatros
Diomedea epomophora,Southern Royal Albatross,kraljevski albatros
Diomedea exulans,Wandering Albatross,albatros lutalica
Diomedea antipodensis,Antipodean Albatross,antipodski albatros
Diomedea amsterdamensis,Amsterdam Albatross,crnoleđi albatros
Diomedea dabbenena,Tristan Albatross,tristanski albatros
Phoebetria fusca,Sooty Albatross,mrki albatros
Phoebetria palpebrata,Light-mantled Albatros,sivi albatros
Phoebastria irrorata,Waved Albatross,smeđi albatros
Phoebastria nigripes,Black-footed Albatross,crnonogi albatros
Phoebastria immutabilis,Laysan Albatross,havajski albatros
Phoebastria albatrus,Short-tailed Albatross,žutoglavi albatros
Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatros,žutonosi albatros
Thalassarche carteri,Indian Yellow-nosed Albatros,kerguelenski albatros
Thalassarche chrysostoma,Grey-headed Albatross,sivoglavi albatros
Thalassarche melanophris,Black-browed Albatross,žutokljuni albatros
Thalassarche impavida,Campbell Albatross,kambelski albatros
Thalassarche bulleri,Buller's Albatross,bullerov albatros
Thalassarche cauta,Shy Albatross,plahi albatros
Thalassarche steadi,White-capped Albatross,bjelokapi albatros
Thalassarche eremita,Chatham Albatross,čatamski albatros
Thalassarche salvini,Salvin's Albatross,srebrnastoglavi albatros
PROCELLARIDAE,"Petrels, Shearwaters","zovoji, zdepaste burnice"
Macronectes halli,Northern Giant Petrel,sjeverni veliki burnjak
Macronectes gigantheus,Southern Giant Petrel,veliki burnjak
Fulmarus glacialis,Northern Fulmar,burnjak
Fulmarus glacialoides,Southern Fulmar,antarktički burnjak
Thalassoica antarctica,Antarctic Petrel,bjelokrili burnjak
Daption capense,Cape Petrel,kapski burnjak
Pagodroma nivea,Snow Petrel,bijeli zovoj
Halobaena caerulea,Blue Petrel,bjelogrli zovoj
Pachyptila vittata,Broad-billed Prion,krupnokljuni zovoj
Pachyptila salvini,Salvin's Prion,širokorepi zovoj
Pachyptila desolata,Antarctic Prion,antarktički zovoj
Pachyptila belcheri,Slender-billed Prion,srebrnasti zovoj
Pachyptila turtur,Fairy Prion,sinji zovoj
Pachyptila crassirostris,Fulmar Prion,debelokljuni zovoj
Aphrodroma brevirostris,Kerguelen Petrel,kratkokljuni zovoj
†Pterodroma rupinarum,Large St Helena Petrel,svetohelenski zovoj
Pterodroma leucoptera,White-winged Petrel,bjelokrili zovoj
Pterodroma brevipes,Collared Petrel,ogrličasti zovoj
Pterodroma defilippiana,Masatierra Petrel,čilski zovoj
Pterodroma longirostris,Stejneger's Petrel,tamnokapi zovoj
CICONIIFORMES,,rodarice
CICONIIDAE,Storks,rode
Platalea flavipes,Yellow-billed Spoonbill,žutokljuna žličarka
Platalea ajaja,Roseate Spoonbill,ružičasta žličarka
Platalea alba,African Spoonbill,afrička žličarka
Platalea leucorodia,Eurasian Spoonbill,žličarka
Platalea minor,Black-faced Spoonbill,mala žličarka
Platalea regia,Royal Spoonbill,crnolica žličarka
†Threskiornis solitarius,Reunion Ibis,reunionski ibis
Threskiornis aethiopicus,African Sacred Ibis,sveti ibis
Threskiornis bernieri,Madagascar Sacred Ibis,madagaskarski ibis
Threskiornis melanocephalus,Black-headed Ibis,crnoglavi ibis
Threskiornis moluccus,Australian Ibis,australski ibis
Threskiornis spinicollis,Straw-necked Ibis,šareni ibis
Pseudibis papillosa,Red-naped Ibis,indijski ibis
Pseudibis davisoni,White-shouldered Ibis,ogrličasti ibis
Pseudibis gigantea,Giant Ibis,veliki ibis
Geronticus eremita,Northern Bald Ibis,ćelavi ibis
Geronticus calvus,Southern Bald Ibis,crvenokapi ibis
Nipponia nippon,Japanese Crested Ibis,crvenolici ibis
Bostrychia olivacea,Olive Ibis,maslinasti ibis
Bostrychia bocagei,Dwarf Ibis,saotomski ibis
Bostrychia rara,Spot-breasted Ibis,pjegavoprsi ibis
Bostrychia hagedash,Hadada Ibis,smeđi ibis
Bostrychia carunculata,Wattled Ibis,bradušasti ibis
Theristicus caerulescens,Plumbeous Ibis,bjeločeli ibis
Theristicus caudatus,Buff-necked Ibis,bjelokrili ibis
Theristicus branickii,Andean Ibis,andski ibis
Theristicus melanopis,Black-faced Ibis,sivoleđi ibis
Cercibis oxycerca,Sharp-tailed Ibis,dugorepi ibis
Mesembrinibis cayennensis,Green Ibis,zelenokresti ibis
Phimosus infuscatus,Bare-faced Ibis,crni ibis
Eudocimus albus,White Ibis,bijeli ibis
Eudocimus ruber,Scarlet Ibis,ružičasti ibis
Plegadis falcinellus,Glossy Ibis,blistavi ibis
Plegadis chihi,White-faced Ibis,bjelolici ibis
Plegadis ridgwayi,Puna Ibis,punski ibis
Ixobrychus involucris,Stripe-backed Bittern,prugastoleđa čapljica
Ixobrychus exilis,Least Bittern,američka čapljica
Ixobrychus minutus,Common Little Bittern,čapljica voljak
Ixobrychus dubius,Australian Little Bittern,australska čapljica
†Ixobrychus novaezelandiae,New Zealand Little Bittern,novozelandska čapljica
Ixobrychus sinensis,Yellow Bittern,žutonoga čapljica
Ixobrychus eurhythmus,Schrenck's Bittern,smeđa čapljica
Ixobrychus cinnamomeus,Cinnamon Bittern,cimetasta čapljica
Ixobrychus sturmii,Dwarf Bittern,afrička čapljica
Ixobrychus flavicollis,Black Bittern,crna čapljica
Gorsachius magnificus,White-eared Night-heron,hainanski gak
Gorsachius goisagi,Japanese Night-heron,japanski gak
Gorsachius melanolophus,Malayan Night-heron,malajski gak
Calherodius leuconotus,White-backed Night-heron,afrički gak
†Nycticorax duboisi,Reunion Night-heron,reunionski gak
†Nycticorax mauritianus,Mauritius Night-heron,mauricijski gak
†Nycticorax megacephalus,Rodrigues Night-heron,rodrigeški gak
Nycticorax nycticorax,Black-crowned Night-heron,gak
Nycticorax caledonicus,Rufous Night-heron,riđi gak
Nyctanassa violacea,Yellow-crowned Night-heron,žutokruni gak
†Nyctanassa carcinocatactes,Bermuda Night-heron,bermudski gak
Butorides striata,Green-becked Heron,zelenoleđi gak
B. s. virescens,Green Heron,zeleni gak
Ardeola ralloides,Squacco Heron,žuta čaplja
Ardeola grayii,Indian Pond-heron,indijska čaplja
Ardeola bacchus,Chinese Pond-heron,kineska čaplja
Ardeola speciosa,Javan Pond-heron,bjelokrila čaplja
Ardeola idae,Madagascar Pond-heron,plavokljuna čaplja
Ardeola rufiventris,Rufous-bellied Heron,smeđotrba čaplja
Bubulcus ibis,Cattle Egret,čaplja govedarica
Ardea cinerea,Grey Heron,siva čaplja
A. c. monicae,Mauritanian Heron,mauritanska čaplja
Ardea herodias,Great Blue Heron,američka čaplja
Ardea cocoi,Cocoi Heron,crnokapa čaplja
Ardea pacifica,White-necked Heron,bjeloglava čaplja
Ardea melanocephala,Black-headed Heron,crnoglava čaplja
Ardea humbloti,Madagascar Heron,madagaskarska čaplja
Ardea insignis,White-bellied Heron,bjelotrba čaplja
Ardea sumatrana,Great-billed Heron,sivosmeđa čaplja
Ardea goliath,Goliath Heron,velika čaplja
Ardea purpurea,Purple Heron,čaplja danguba
A. p. bournei,Cape Verde Heron,zelenortska čaplja
Ardea alba,Great White Egret,velika bijela čaplja
Ardea brachyrhyncha,Yellow-billed Egret,žutokljuna čaplja
Ardea intermedia,Intermediate Egret,azijska čaplja
Ardea plumifera,Plumed Egret,australska čaplja
Syrigma sibilatrix,Whistling Heron,čaplja zviždara
Pilherodius pileatus,Capped Heron,bijeli gak
Egretta picata,Pied Heron,bjelovrata čaplja
Egretta novaehollandiae,White-faced Heron,bjelolica čaplja
Egretta rufescens,Reddish Egret,crvenkasta čaplja
Egretta ardesiaca,Black Heron,crna čaplja
Egretta vinaceigula,Slaty Egret,riđogrla čaplja
Egretta tricolor,Tricolored Heron,trobojna čaplja
Egretta caerulea,Little Blue Heron,modrosiva čaplja
Egretta thula,Snowy Egret,snježna čaplja
Egretta garzetta,Little Egret,mala bijela čaplja
Egretta gularis,Western Reef-egret,obalna čaplja
E. g. dimorpha,Madagascar Reef-egret,madagaskarska obalna čaplja
Egretta sacra,Eastern Reef-egret,debelokljuna čaplja
Egretta eulophotes,Chinese Egret,mangrovska čaplja
Zonerodius heliosylus,Forest Bittern,novogvinejski gak
Tigriornis leucolopha,White-crested Tiger-heron,prugasti gak
Tigrisoma lineatum,Rufescent Tiger-heron,riđovrati gak
Tigrisoma fasciatum,Fasciated Tiger-heron,prugastoleđi gak
Tigrisoma mexicanum,Bare-throated Tiger-heron,srednjoamerički gak
Agamia agami,Agami Heron,dugokljuna čaplja
Cochlearius cohlearius,Boat-billed Heron,krupnokljuni gak
Zebrilus undulatus,Zigzag Heron,prugasta čapljica
Botaurus stellaris,Eurasian Bittern,bukavac
Botaurus poiciloptilus,Australasian Bittern,australski bukavac
Leptoptilos crumenifer,Marabou,afrički marabu
Leptoptilos dubius,Greater Adjutant,asamski marabu
Leptoptilos javanicus,Lesser Adjutant,mali marabu
Mycteria americana,Wood Stork,gologlava roda
Mycteria ibis,Yellow-billed Stork,žutokljuna roda
Mycteria leucocephala,Painted Stork,šarena roda
Mycteria cinerea,Milky Stork,crvenolica roda
Anastomus oscitans,Asian Openbill,otvorenokljuna roda
Anastomus lamelligerus,African Openbill,afrička roda
Ciconia nigra,Black Stork,crna roda
Ciconia abdimii,Abdim's Stork,plavolica roda
Ciconia microscelis,African Woollyneck,crnolica roda
Ciconia episcopus,Asian Woollyneck,bjelovrata roda
Ciconia stormi,Storm's Stork,crnokapa roda
Ciconia maguari,Maguari Stork,južnoamerička roda
Ciconia ciconia,White Stork,bijela roda
Ciconia boyciana,Oriental Stork,crnokljuna roda
Jabiru mycteria,Jabiru,jabiru
Ephippiorhynchus asiaticus,Black-necked Stork,crnovrata roda
Ephippiorhynchus senegalensis,Saddlebill,šarenokljuna roda
PELECANIFORMES,,veslonoške
THRESKIORNITHIDAE,"Ibises, Spoonbills","ibisi, žličarke"
BALAENICIPITIDAE,Shoebill,krupnokljuna roda
Balaeniceps rex,Shoebill,krupnokljuna roda
PELECANIDAE,Pelicans,nesiti
Pelecanus crispus,Dalmatian Pelican,kudravi nesit
Pelecanus philippensis,Spot-billed Pelican,sivi nesit
Pelecanus rufescens,Pink-backed Pelican,afrički nesit
Pelecanus conspicillatus,Australian Pelican,australski nesit
Pelecanus onocrotalus,Great White Pelican,ružičasti nesit
Pelecanus occidentalis,Brown Pelican,smeđi nesit
Pelecanus thagus,Peruvian Pelican,južnoamerički nesit
Pelecanus erythrorhynchos,American White Pelican,bijeli nesit
Burhinus oedicnemus,Eurasian Thick-knee,ćukavica
Burhinus indicus,Indian Thick-knee,azijska ćukavica
Burhinus senegalensis,Senegal Thick-knee,sahelska ćukavica
Burhinus vermiculatus,Water Thick-knee,močvarna ćukavica
Burhinus capensis,Spotted Thick-knee,pjegava ćukavica
Burhinus bistriatus,Double-striped Thick-knee,bjelotrba ćukavica
Burhinus superciliaris,Peruvian Thick-knee,peruanska ćukavica
Burhinus grallarius,Bush Thick-knee,australska ćukavica
Esacus recurvirostris,Great Thick-knee,krivokljuna ćukavica
Esacus magnirostris,Beach Thick-knee,krupnokljuna ćukavica
SULIFORMES,,blune
FREGATIDAE,Frigatebirds,brzani
Fregata ariel,Lesser Frigatebird,mali brzan
Fregata minor,Great Frigatebird,smeđokrili brzan
Fregata andrewsi,Christmas Frigatebird,bjelotrbi brzan
Fregata magnificens,Magnificent Frigatebird,veliki brzan
Fregata aquila,Ascension Frigatebird,asensionski brzan
CHIONIDIDAE,Sheathbills,uzdašice
SULIDAE,"Gannets, Boobies",blune
Chionis albus,Snowy Sheathbill,bjelolica uzdašica
Chionis minor,Black-faced Sheathbill,crnokljuna uzdašica
Papasula abbotti,Abbott's Booby,crnokrila bluna
Morus bassanus,Northern Gannet,bluna
Morus capensis,Cape Gannet,kapska bluna
Morus serrator,Australasian Gannet,australska bluna
Sula sula,Red-footed Booby,crvenonoga bluna
Sula leucogaster,Brown Booby,smeđa bluna
Sula nebouxii,Blue-footed Booby,plavonoga bluna
Sula variegata,Peruvian Booby,peruanska bluna
Sula dactylatra,Masked Booby,žutokljuna bluna
Sula granti,Nazca Booby,narančastokljuna bluna
PLUVIANELLIDAE,Magellanic Plover,sivi kulik
Pluvianellus socialis,Magellanic Plover,sivi kulik
PLUVIANIDAE,Egyptian Plover,ogrličasti kulik
Pluvianus aegyptius,Egyptian Plover,ogrličasti kulik
HAEMATOPODIDAE,Oystercatchers,oštrigari
PHALACROCORACIDAE,Cormorants,vranci
Haematopus leucopodus,Magellanic Oystercatcher,mageljanski oštrigar
Haematopus ater,Blackish Oystercatcher,mrki oštrigar
H. a. bachmani,American Black Oystercatcher,crni oštrigar
Haematopus palliatus,American Oystercatcher,američki oštrigar
†Haematopus meadewaldoi,Canarian Oystercatcher,kanarski oštrigar
Haematopus moquini,African Oystercatcher,afrički oštrigar
Haematopus ostralegus,Eurasian Oystercatcher,oštrigar
Haematopus longirostris,Pied Oystercatcher,dugokljuni oštrigar
Haematopus chathamensis,Chatham Oystercatcher,čatamski oštrigar
Haematopus unicolor,Variable Oystercatcher,novozelandski oštrigar
Haematopus fuliginosus,Sooty Oystercatcher,australski oštrigar
Microcarbo coronatus,Crowned Cormorant,namipski vranac
Microcarbo africanus,Long-tailed Cormorant,afrički vranac
Microcarbo pygmaeus,Pygmy Cormorant,mali vranac
Microcarbo niger,Little Cormorant,dugorepi vranac
Microcarbo melanoleucos,Little Pied Cormorant,bjeloglavi vranac
Phalacrocorax gaimardi,Red-legged Cormorant,pjegavi vranac
Phalacrocorax magellanicus,Rock Shag,patagonski vranac
Phalacrocorax bougainvilliiorum,Guanay Cormorant,čilski vranac
Phalacrocorax atriceps,Imperial Shag,bjelotrbi vranac
P. a. albiventer,King Cormorant,falklandski vranac
Phalacrocorax verrucosus,Kerguelen Shag,kerguelenski vranac
Phalacrocorax carunculatus,Rough-faced Shag,cookov vranac
Phalacrocorax chalconotus,Stewart Shag,novozelandski vranac
Phalacrocorax onslowi,Chatham Shag,čatamski vranac
Phalacrocorax campbelli,Campbell Shag,kambelski vranac
Phalacrocorax ranfurlyi,Bounty Shag,bauntski vranac
Phalacrocorax colensoi,Auckland Shag,oklandski vranac
Phalacrocorax auritus,Double-crested Cormorant,dvokresti vranac
Phalacrocorax brasilianus,Neotropical Cormorant,maslinasti vranac
Phalacrocorax harrisi,Flightless Cormorant,galapagoski vranac
Phalacrocorax penicillatus,Brandt's Cormorant,plavogrli vranac
Phalacrocorax pelagicus,Pelagic Cormorant,pučinski vranac
Phalacrocorax urile,Red-faced Cormorant,crvenolici vranac
†Phalacrocorax perspicillatus,Spectacled Cormorant,berinški vranac
Phalacrocorax aristotelis,European Shag,morski vranac
Phalacrocorax carbo,Great Cormorant,veliki vranac
P. c. lucidus,White-breasted Cormorant,bjelovrati vranac
Phalacrocorax capillatus,Japanese Cormorant,japanski vranac
Phalacrocorax capensis,Cape Cormorant,kapski vranac
Phalacrocorax nigrogularis,Socotra Cormorant,perzijski vranac
Phalacrocorax neglectus,Bank Cormorant,priobalni vranac
Phalacrocorax fuscicollis,Indian Cormorant,indijski vranac
Phalacrocorax sulcirostris,Little Black Cormorant,crni vranac
Phalacrocorax fuscescens,Black-faced Cormorant,tasmanski vranac
Phalacrocorax varius,Great Pied Cormorant,šarenolici vranac
Phalacrocorax punctatus,Spotted Shag,kudravi vranac
Phalacrocorax featherstoni,Pitt Shag,sivoprsi vranac
IBIDORHYNCHIDAE,Ibisbill,ibisolika
Ibidorhyncha struthersii,Ibisbill,ibisolika
RECURVIROSTRIDAE,"Avocets ,Stilts",sabljarke
Cladorhynchus leucocephalus,Banded Stilt,smeđoprsa vlastelica
Recurvirostra avosetta,Pied Avocet,modronoga sabljarka
Recurvirostra americana,American Avocet,američka sabljarka
Recurvirostra novaehollandiae,Red-necked Avocet,riđoglava sabljarka
Recurvirostra andina,Andean Avocet,andska sabljarka
Himantopus himantopus,Black-winged Stilt,vlastelica
H. h. leucocephalus,Pied Stilt,australska vlastelica
H. h. knudseni,Hawaiian Stilt,havajska vlastelica
H. h. mexicanus,Black-necked Stilt,crnokapa vlastelica
H. h. melanurus,White-backed Stilt,južnoamerička vlastelica
Himantopus novaezelandiae,Black Stilt,crna vlastelica
CHARADRIIDAE,Plovers,"kulici, vivci"
Pluvialis squatarola,Grey Plover,zlatar pijukavac
Pluvialis apricaria,Eurasian Golden Plover,troprsti zlatar
Pluvialis fulva,Pacific Golden Plover,mali zlatar
Pluvialis dominica,American Golden Plover,američki zlatar
Oreopholus ruficollis,Tawny-throared Dotterel,sivoprsi kulik
Phegornis mitchellii,Diademed Plover,prugastotrbi kulik
Eudromias morinellus,Eurasian Dotterel,šareni kulik
Charadrius aquilonius,Northern Red-breasted Plover,novozelandski kulik
Charadrius obscurus,Southern Red-breasted Plover,kestenjastoprsi kulik
Charadrius hiaticula,Common Ringed Plover,kulik blatarić
Charadrius semipalmatus,Semipalmated Plover,američki kulik
Charadrius placidus,Long-billed Plover,dugokljuni kulik
Charadrius dubius,Little Ringed Plover,kulik sljepčić
Charadrius wilsonia,Wilson's Plover,krupnokljuni kulik
Charadrius vociferus,Killdeer,klinorepi kulik
Charadrius melodus,Piping Plover,kulik zviždar
Charadrius thoracicus,Black-banded Plover,madagaskarski kulik
Charadrius pecuarius,Kittlitz's Plover,mali kulik
ANHINGIDAE,Anhingas,zmijovrate
Anhinga anhinga,Anhinga,američka zmijovrata
Anhinga rufa,African Darter,afrička zmijovrata
A. r. vulsini,Madagascar Darter,madagaskarska zmijovrata
Anhinga melanogaster,Oriental Darter,azijska zmijovrata
Anhinga novaehollandiae,Australasian Darter,australska zmijovrata
CHARADRIIFORMES,,šljukarice
BURHINIDAE,Thick-knees,ćukavice
Charadrius sanctaehelenae,St Helena Plover,svetohelenski kulik
Charadrius tricollaris,African Three-banded Plover,troprugi kulik
Charadrius bifrontatus,Madagascar Three-banded Plover,pepeljastolici kulik
Charadrius forbesi,Forbes's Plover,smeđoglavi kulik
Charadrius marginatus,White-fronted Plover,obalni kulik
Charadrius alexandrinus,Kentish Plover,morski kulik
Charadrius dealbatus,White-faced Plover,bjelolici kulik
Charadrius nivosus,Snowy Plover,sivoleđi kulik
Charadrius javanicus,Javan Plover,javanski kulik
Charadrius ruficapillus,Red-capped Plover,riđokapi kulik
Charadrius peronii,Malay Plover,indonezijski kulik
Charadrius pallidus,Chestnut-banded Plover,riđoprugasti kulik
Charadrius collaris,Collared Plover,južnoamerički kulik
Charadrius alticola,Puna Plover,punski kulik
Charadrius falklandicus,Two-banded Plover,patagonski kulik
Charadrius bicinctus,Double-banded Plover,riđoprsi kulik
Charadrius mongolus,Lesser Sandplover,mongolski kulik
C. m. atrifrons,Tibetan Sandplover,tibetski kulik
Charadrius leschenaultii,Greater Sandplover,pustinjski kulik
Charadrius asiaticus,Caspian Plover,kaspijski kulik
Charadrius veredus,Oriental Plover,kineski kulik
Charadrius montanus,Mountain Plover,prerijski kulik
Charadrius modestus,Rufous-chested Plover,sivolici kulik
Thinornis cucullatus,Hooded Plover,crnoglavi kulik
Thinornis novaeseelandiae,Shore Plover,čatamski kulik
Elseyornis melanops,Black-fronted Dotterel,crnočeli kulik
Hoploxypterus cayanus,Pied Lapwing,crnolici vivak
Vanellus vanellus,Northern Lapwing,vivak
Vanellus crassirostris,Long-toed Lapwing,dugoprsti vivak
Vanellus armatus,Blacksmith Lapwing,bjelokapi vivak
Vanellus spinosus,Spur-winged Lapwing,ostrugasti vivak
Vanellus duvaucelii,River Lapwing,riječni vivak
Vanellus tectus,Black-headed Lapwing,crnokapi vivak
