Latin,English,Croatian
Scytalopus magellanicus,Magellanic Tapaculo,bumbar5130
Scytalopus griseicollis,Matorral Tapaculo,bumbar5131
Scytalopus altirostris,Neblina Tapaculo,bumbar5132
Scytalopus affinis,Ancash Tapaculo,bumbar5133
Scytalopus urubambae,Vilcabamba Tapaculo,bumbar5134
Scytalopus simonsi,Puna Tapaculo,bumbar5135
Scytalopus zimmeri,Zimmer's Tapaculo,bumbar5136
Scytalopus acutirostris,Tschudi's Tapaculo,bumbar5137
Scytalopus superciliaris,White-browed Tapaculo,bumbar5138
Scytalopus fuscus,Dusky Tapaculo,bumbar5139
Scytalopus opacus,Paramo Tapaculo,bumbar5140
Scytalopus canus,Paramillo Tapaculo,bumbar5141
Scytalopus schulenbergi,Diademed Tapaculo,bumbar5142
Dendrocolaptes hoffmannsi,Hoffmann's Woodcreeper,bumbar5143
Dendrocolaptes picumnus,Black-banded Woodcreeper,bumbar5144
Dendrocolaptes platyrostris,Planalto Woodcreeper,bumbar5145
Hylexetastes perrotii,Red-billed Woodcreeper,bumbar5146
Hylexetastes stresemanni,Bar-bellied Woodcreeper,bumbar5147
Xiphocolaptes albicollis,White-throated Woodcreeper,bumbar5148
Xiphocolaptes promeropirhyncus,Strong-billed Woodcreeper,bumbar5149
Xiphocolaptes falcirostris,Moustached Woodcreeper,bumbar5150
Xiphocolaptes major,Great Rufous Woodcreeper,bumbar5151
Xiphorhynchus obsoletus,Striped Woodcreeper,bumbar5152
Xiphorhynchus atlanticus,Atlantic Woodcreeper,bumbar5153
Xiphorhynchus fuscus,Lesser Woodcreeper,bumbar5154
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,bumbar5155
Xiphorhynchus ocellatus,Ocellated Woodcreeper,bumbar5156
Xiphorhynchus beauperthuysii,Line-crowned Woodcreeper,bumbar5157
Xiphorhynchus chunchotambo,Tschudi's Woodcreeper,bumbar5158
Xiphorhynchus elegans,Elegant Woodcreeper,bumbar5159
Xiphorhynchus spixii,Spix's Woodcreeper,bumbar5160
Xiphorhynchus susurrans,Cocoa Woodcreeper,bumbar5161
Xiphorhynchus guttatus,Buff-throated Woodcreeper,bumbar5162
Xiphorhynchus guttatoides,Lafresnaye's Woodcreeper,bumbar5163
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,bumbar5164
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,bumbar5165
Xiphorhynchus erythropygius,Northern Spotted Woodcreeper,bumbar5166
Xiphorhynchus aequatorialis,Southern Spotted Woodcreeper,bumbar5167
Xiphorhynchus triangularis,Olive-backed Woodcreeper,bumbar5168
Xiphorhynchus picus,Straight-billed Woodcreeper,bumbar5169
Xiphorhynchus kienerii,Zimmer's Woodcreeper,bumbar5170
Campylorhamphus falcularius,Black-billed Scythebill,bumbar5171
Campylorhamphus pusillus,Brown-billed Scythebill,bumbar5172
Campylorhamphus trochilirostris,Red-billed Scythebill,bumbar5173
Campylorhamphus procurvoides,Curve-billed Scythebill,bumbar5174
Campylorhamphus probatus,Tapajos Scythebill,bumbar5175
Campylorhamphus multostriatus,Xingu Scythebill,bumbar5176
Campylorhamphus pucherani,Greater Scythebill,bumbar5177
Drymornis bridgesii,Scimitar-billed Woodcreeper,bumbar5178
Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,bumbar5179
Lepidocolaptes albolineatus,Lineated Woodcreeper,bumbar5180
Lepidocolaptes duidae,Duida Woodcreeper,bumbar5181
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,bumbar5182
Lepidocolaptes fatimalimae,Inambari Woodcreeper,bumbar5183
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,bumbar5184
Lepidocolaptes squamatus,Scaled Woodcreeper,bumbar5185
Lepidocolaptes falcinellus,Scalloped Woodcreeper,bumbar5186
Lepidocolaptes lacrymiger,Montane Woodcreeper,bumbar5187
Lepidocolaptes leucogaster,White-striped Woodcreeper,bumbar5188
Lepidocolaptes affinis,Northern Spot-crowned Woodcreeper,bumbar5189
Lepidocolaptes neglectus,Southern Spot-crowned Woodcreeper,bumbar5190
Xenops genibarbis,Plain Xenops,bumbar5191
Xenops minutus,White-throated Xenops,bumbar5192
Xenops rutilans,Streaked Xenops,bumbar5193
Xenops tenuirostris,Slender-billed Xenops,bumbar5194
Berlepschia rikeri,Palmcreeper,bumbar5195
Microxenops milleri,Rufous-tailed Xenops,bumbar5196
Pygarrhichas albogularis,White-throated Treerunner,bumbar5197
Ochetorhynchus andaecola,Rock Earthcreeper,bumbar5198
Ochetorhynchus melanurus,Crag Chilia,bumbar5199
Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,bumbar5200
Ochetorhynchus phoenicurus,Band-thailed Earthcreeper,bumbar5201
Pseudocolaptes lawrencii,Buffy Tuftedcheek,bumbar5202
Pseudocolaptes johnsoni,Pacific Tuftedcheek,bumbar5203
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,bumbar5204
Premnornis guttuliger,Rusty-winged Barbtail,bumbar5205
Tarphonomus harterti,Bolivian Earthcreeper,bumbar5206
Tarphonomus certhioides,Chaco Earthcreeper,bumbar5207
Furnarius torridus,Pale-billed Hornero,bumbar5208
Furnarius figulus,Wing-banded Hornero,bumbar5209
Furnarius leucopus,Pale-legged Hornero,bumbar5210
Furnarius longirostris,Caribbean Hornero,bumbar5211
Furnarius cinnamomeus,Pacific Hornero,bumbar5212
Furnarius minor,Lesser Hornero,bumbar5213
Furnarius rufus,Rufous Hornero,bumbar5214
FORMICARIIDAE,Ground-antbirds,bumbar5215
Formicarius colma,Rufous-capped Antthrush,bumbar5216
Formicarius moniliger,Mayan Antthrush,bumbar5217
Formicarius analis,Black-faced Antthrush,bumbar5218
Formicarius rufifrons,Rufous-fronted Antthrush,bumbar5219
Formicarius nigricapillus,Black-headed Antthrush,bumbar5220
Formicarius rufipectus,Rufous-breasted Antthrush,bumbar5221
Chamaeza campanisona,Short-tailed Anttrush,bumbar5222
Chamaeza nobilis,Striated Anttrush,bumbar5223
Chamaeza meruloides,Cryptic Anttrush,bumbar5224
Chamaeza turdina,Scalloped Anttrush,bumbar5225
Chamaeza ruficauda,Rufous-tailed Anttrush,bumbar5226
Chamaeza mollissima,Barred Anttrush,bumbar5227
FURNARIIDAE,Ovenbirds,bumbar5228
Sclerurus mexicanus,Tawny-throated Leaftosser,bumbar5229
Sclerurus rufigularis,Short-billed Leaftosser,bumbar5230
Sclerurus guatemalensis,Scaly-throated Leaftosser,bumbar5231
Sclerurus caudacutus,Black-tailed Leaftosser,bumbar5232
Sclerurus albigularis,Grey-throated Leaftosser,bumbar5233
Sclerurus scansor,Rufous-breasted Leaftosser,bumbar5234
Sclerurus cearensis,Ceara Leaftosser,bumbar5235
Geositta peruviana,Coastal Miner,bumbar5236
Geositta tenuirostris,Slender-billed Miner,bumbar5237
Geositta cunicularia,Common Miner,bumbar5238
Geositta punensis,Puna Miner,bumbar5239
Geositta poeciloptera,Campo Miner,bumbar5240
Geositta crassirostris,Thick-billed Miner,bumbar5241
Geositta rufipennis,Rufous-banded Miner,bumbar5242
Geositta maritima,Greyish Miner,bumbar5243
Geositta antarctica,Short-billed Miner,bumbar5244
Geositta saxicolina,Dark-winged Miner,bumbar5245
Geositta isabellina,Creamy-rumped Miner,bumbar5246
Certhiasomus stictolaemus,Spot-throated Woodcreeper,bumbar5247
Deconychura typica,Little Long-tailed Woodcreeper,bumbar5248
Deconychura longicauda,Long-tailed Woodcreeper,bumbar5249
Deconychura pallida,Southern Long-tailed Woodcreeper,bumbar5250
Sittasomus griseus,Western Olivaceous Woodcreeper,bumbar5251
Sittasomus griseicapillus,Eastern Olivaceous Woodcreeper,bumbar5252
Dendrocincla tyrannina,Tyrannine Woodcreeper,bumbar5253
Dendrocincla merula,White-chinned Woodcreeper,bumbar5254
Dendrocincla homochroa,Ruddy Woodcreeper,bumbar5255
Dendrocincla anabatina,Tawny-winged Woodcreeper,bumbar5256
Dendrocincla fuliginosa,Plain-brown Woodcreeper,bumbar5257
Dendrocincla turdina,Plain-winged Woodcreeper,bumbar5258
Glyphorhynchus spirurus,Wedge-billed Woodcreeper,bumbar5259
Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,bumbar5260
Nasica longirostris,Long-billed Woodcreeper,bumbar5261
Dendrocolaptes sanctithomae,Western Barred Woodcreeper,bumbar5262
Dendrocolaptes punctipectus,Eastern Barred Woodcreeper,bumbar5263
Dendrocolaptes certhia,Amazonian Barred Woodcreeper,bumbar5264
Furnarius cristatus,Crested Hornero,bumbar5265
Lochmias nematura,Streamcreeper,bumbar5266
Phleocryptes melanops,Wren-like Rushbird,bumbar5267
Limnornis curvirostris,Curve-billed Reedhaunter,bumbar5268
Geocerthia serrana,Striated Earthcreeper,bumbar5269
Upucerthia saturatior,Forest Earthcreeper,bumbar5270
Upucerthia dumetaria,Scale-throated Earthcreeper,bumbar5271
Upucerthia albigula,White-throated Earthcreeper,bumbar5272
Upucerthia validirostris,Buff-breasted Earthcreeper,bumbar5273
Cinclodes pabsti,Long-tailed Cinclodes,bumbar5274
Cinclodes fuscus,Bar-winged Cinclodes,bumbar5275
Cinclodes maculirostris,Black Cinclodes,bumbar5276
Cinclodes antarcticus,Blackish Cinclodes,bumbar5277
Cinclodes comechingonus,Cordoba Cinclodes,bumbar5278
Cinclodes albidiventris,Chestnut-winged Cinclodes,bumbar5279
Cinclodes olrogi,Olrog's Cinclodes,bumbar5280
Cinclodes albiventris,Cream-winged Cinclodes,bumbar5281
Cinclodes oustaleti,Grey-flanked Cinclodes,bumbar5282
Cinclodes excelsior,Stout-billed Cinclodes,bumbar5283
Cinclodes aricomae,Royal Cinclodes,bumbar5284
Cinclodes palliatus,White-bellied Cinclodes,bumbar5285
Cinclodes atacamensis,White-winged Cinclodes,bumbar5286
Cinclodes patagonicus,Dark-bellied Cinclodes,bumbar5287
Cinclodes taczanowskii,Surf Cinclodes,bumbar5288
Cinclodes nigrofumosus,Seaside Cinclodes,bumbar5289
Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,bumbar5290
Anabazenops fuscus,White-collared Foliage-gleaner,bumbar5291
Megaxenops parnaguae,Great Xenops,bumbar5292
Cichlocolaptes leucophrus,Large Pale-browed Treehunter,bumbar5293
Cichlocolaptes holti,Small Pale-browed Treehunter,bumbar5294
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,bumbar5295
Heliobletus contaminatus,Sharp-billed Treehunter,bumbar5296
Philydor novaesi,Alagoas Foliage-gleaner,bumbar5297
Philydor atricapillus,Black-capped Foliage-gleaner,bumbar5298
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,bumbar5299
Philydor fuscipenne,Slaty-winged Foliage-gleaner,bumbar5300
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,bumbar5301
Philydor erythropterum,Chestnut-winged Foliage-gleaner,bumbar5302
Philydor rufum,Buff-fronted Foliage-gleaner,bumbar5303
Anabacerthia striaticollis,Montane Foliage-gleaner,bumbar5304
Anabacerthia amaurotis,White-browed Foliage-gleaner,bumbar5305
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,bumbar5306
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,bumbar5307
Anabacerthia ruficauda,Rufous-tailed Foliage-gleaner,bumbar5308
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bumbar5309
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,bumbar5310
Syndactyla roraimae,White-throated Foliage-gleaner,bumbar5311
Syndactyla subalaris,Lineated Foliage-gleaner,bumbar5312
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,bumbar5313
Syndactyla guttulata,Guttulated Foliage-gleaner,bumbar5314
Syndactyla ucayalae,Peruvian Recurvebill,bumbar5315
Syndactyla striata,Bolivian Recurvebill,bumbar5316
Ancistrops strigilatus,Chestnut-winged Hookbill,bumbar5317
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,bumbar5318
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,bumbar5319
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,bumbar5320
Clibanornis rubiginosus,Ruddy Foliage-gleaner,bumbar5321
Clibanornis rufipectus,Santa Marta Foliage-gleaner,bumbar5322
Thripadectes ignobilis,Uniform Treehunter,bumbar5323
Thripadectes flammulatus,Flammulated Treehunter,bumbar5324
Thripadectes scrutator,Rufous-backed Treehunter,bumbar5325
Thripadectes holostictus,Striped Treehunter,bumbar5326
Thripadectes virgaticeps,Streak-capped Treehunter,bumbar5327
Thripadectes melanorhynchus,Black-billed Treehunter,bumbar5328
Thripadectes rufobrunneus,Streak-breasted Treehunter,bumbar5329
Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,bumbar5330
Automolus melanopezus,Brown-rumped Foliage-gleaner,bumbar5331
Automolus virgatus,Western Woodhaunter,bumbar5332
Automolus subulatus,Striped Woodhaunter,bumbar5333
Automolus ochrolaemus,Buff-throated Foliage-gleaner,bumbar5334
Automolus infuscatus,Olive-backed Foliage-gleaner,bumbar5335
Automolus paraensis,Para Foliage-gleaner,bumbar5336
Automolus lammi,Pernambuco Foliage-gleaner,bumbar5337
Automolus leucophthalmus,White-eyed Foliage-gleaner,bumbar5338
Premnoplex brunnescens,Spotted Barbtail,bumbar5339
Premnoplex tatei,White-throated Barbtail,bumbar5340
Premnoplex pariae,Paria Barbtail,bumbar5341
Margarornis rubiginosus,Ruddy Treerunner,bumbar5342
Margarornis stellatus,Fulvous-dotted Treerunner,bumbar5343
Margarornis squamiger,Pearled Treerunner,bumbar5344
Margarornis bellulus,Beautiful Treerunner,bumbar5345
Aphrastura spinicauda,Thorn-tailed Rayadito,bumbar5346
Aphrastura masafuerae,Masafuera Rayadito,bumbar5347
Sylviorthorhynchus desmursii,Des Murs's Wiretail,bumbar5348
Sylviorthorhynchus yanacensis,Tawny Tit-spinetail,bumbar5349
Leptasthenura xenothorax,White-browed Tit-spinetail,bumbar5350
Leptasthenura setaria,Araucaria Tit-spinetail,bumbar5351
Leptasthenura platensis,Tufted Tit-spinetail,bumbar5352
Leptasthenura striolata,Striolated Tit-spinetail,bumbar5353
Leptasthenura pileata,Rusty-crowned Tit-spinetail,bumbar5354
Leptasthenura striata,Streaked Tit-spinetail,bumbar5355
Leptasthenura fuliginiceps,Brown-capped Tit-spinetail,bumbar5356
Leptasthenura berlepschi,Buffy Tit-spinetail,bumbar5357
Leptasthenura aegithaloides,Plain-mantled Tit-spinetail,bumbar5358
Leptasthenura pallida,Palid Tit-spinetail,bumbar5359
Leptasthenura andicola,Andean Tit-spinetail,bumbar5360
Phacellodomus inornarus,Plain Thornbird,bumbar5361
Phacellodomus rufifrons,Rufous-fronted Thornbird,bumbar5362
Phacellodomus striaticeps,Streak-fronted Thornbird,bumbar5363
Phacellodomus sibilatrix,Little Thornbird,bumbar5364
Phacellodomus dorsalis,Chestnut-backed Thornbird,bumbar5365
Phacellodomus maculipectus,Spot-breasted Thornbird,bumbar5366
Phacellodomus striaticollis,Freckle-breasted Thornbird,bumbar5367
Phacellodomus ruber,Greater Thornbird,bumbar5368
Phacellodomus erythrophthalmus,Orange-eyed Thornbird,bumbar5369
Phacellodomus ferrugineigula,Orange-breasted Thornbird,bumbar5370
Hellmayrea gularis,White-browed Spinetail,bumbar5371
Anumbius annumbi,Firewood-gatherer,bumbar5372
Coryphistera alaudina,Lark -like Brushrunner,bumbar5373
Asthenes usheri,White-tailed Canastero,bumbar5374
Asthenes huancavelicae,Huancavelica Canastero,bumbar5375
Asthenes arequipae,Arequipa Canastero,bumbar5376
Asthenes dorbignyi,Creamy-breasted Canastero,bumbar5377
Asthenes berlepschi,Berlepsch's Canastero,bumbar5378
Asthenes baeri,Short-billed Canastero,bumbar5379
Asthenes luizae,Cipo Canastero,bumbar5380
Asthenes anthoides,Austral Canastero,bumbar5381
Asthenes hudsoni,Hudson's Canastero,bumbar5382
Asthenes urubambensis,Line-fronted Canastero,bumbar5383
Asthenes flammulata,Many-striped Canastero,bumbar5384
Asthenes virgata,Junin Canastero,bumbar5385
Asthenes maculicauda,Scribble-tailed Canastero,bumbar5386
Asthenes modesta,Cordilleran Canastero,bumbar5387
Asthenes humilis,Streak-throated Canastero,bumbar5388
Asthenes wyatti,Streak-backed Canastero,bumbar5389
A. w. sclateri,Puna Canastero,bumbar5390
Asthenes moreirae,Itatiaia Spinetail,bumbar5391
Asthenes pyrrholeuca,Sharp-billed Canastero,bumbar5392
Asthenes harterti,Black-throated Thistletail,bumbar5393
Asthenes coryi,Ochre-browed Thistletail,bumbar5394
Asthenes perijana,Perija Thistletail,bumbar5395
Asthenes fuliginosa,White-chinned Thistletail,bumbar5396
Asthenes griseomurina,Mouse-colured Thistletail,bumbar5397
Asthenes helleri,Puna Thistletail,bumbar5398
Asthenes ottonis,Rusty-fronted Canastero,bumbar5399
Asthenes palpebralis,Eye-ringed Thistletail,bumbar5400
Asthenes heterura,Maqeuis Canastero,bumbar5401
Asthenes pudibunda,Canyon Canastero,bumbar5402
Asthenes vilcabambae,Vilcabamba Thistletail,bumbar5403
Asthenes ayacuchensis,Ayacucho Thistletail,bumbar5404
Acrobatornis fonsecai,Pink-legged Graveteiro,bumbar5405
Metopothrix aurantiaca,Orange-fronted Plushcrown,bumbar5406
Xenerpestes minlosi,Double-banded Greytail,bumbar5407
Xenerpestes singularis,Equatorial Greytail,bumbar5408
Siptornis striaticollis,Spectacled Prickletail,bumbar5409
Roraimia adusta,Roraiman Barbtail,bumbar5410
Thripophaga gutturata,Speckled Spinetail,bumbar5411
Thripophaga cherriei,Orinoco Softtail,bumbar5412
Thripophaga amacurensis,Delta Amacuro Softtail,bumbar5413
Thripophaga macroura,Striated Softtail,bumbar5414
Thripophaga fusciceps,Plain Softtail,bumbar5415
Limnoctites rectirostris,Straight-billed Reedhaunter,bumbar5416
Cranioleuca sulphurifera,Sulphur-throated Spinetail,bumbar5417
Cranioleuca marcapatae,Marcapata Spinetail,bumbar5418
Cranioleuca weskei,Vilcabamba Spinetail,bumbar5419
Cranioleuca albiceps,Light-crowned Spinetail,bumbar5420
Cranioleuca vulpecula,Parker's Spinetail,bumbar5421
Cranioleuca berlepschi,Russet-mantled Softtail,bumbar5422
Cranioleuca vulpina,Rusty-backed Spinetail,bumbar5423
Cranioleuca dissita,Coiba Spinetail,bumbar5424
Cranioleuca muelleri,Scaled Spinetail,bumbar5425
Cranioleuca albicapilla,Creamy-crested Spinetail,bumbar5426
Cranioleuca obsoleta,Olive Spinetail,bumbar5427
Cranioleuca pallida,Pallid Spinetail,bumbar5428
Cranioleuca pyrrhophia,Stripe-crowned Spinetail,bumbar5429
Cranioleuca henricae,Bolivian Spinetail,bumbar5430
Cranioleuca erythrops,Red-faced Spinetail,bumbar5431
Cranioleuca baroni,Baron's Spinetail,bumbar5432
Cranioleuca antisiensis,Line-cheeked Spinetail,bumbar5433
Cranioleuca curtata,Ash-browed Spinetail,bumbar5434
Cranioleuca demissa,Tepui Spinetail,bumbar5435
Cranioleuca semicinerea,Grey-headed Spinetail,bumbar5436
Cranioleuca hellmayri,Streak-capped Spinetail,bumbar5437
Cranioleuca subcristata,Crested Spinetail,bumbar5438
Pseudasthenes humicola,Dusky-tailed Canastero,bumbar5439
Pseudasthenes patagonica,Patagonian Canastero,bumbar5440
Pseudasthenes steinbachi,Steinbach's Canastero,bumbar5441
Pseudasthenes cactorum,Cactus Canastero,bumbar5442
Spartonoica maluroides,Bay-capped Wren-spinetail,bumbar5443
Pseudoseisura unirufa,Grey-crested Cachalote,bumbar5444
Pseudoseisura cristata,Caatinga Cachalote,bumbar5445
Pseudoseisura lophotes,Brown Cachalote,bumbar5446
Pseudoseisura gutturalis,White-throated Cachalote,bumbar5447
Mazaria propinqua,White-bellied Spinetail,bumbar5448
Schoeniophylax phryganophilus,Chotoy Spinetail,bumbar5449
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,bumbar5450
Certhiaxis mustelinus,Red-and-white Spinetail,bumbar5451
Synallaxis scutata,Ochre-cheeked Spinetail,bumbar5452
Synallaxis cinerascens,Grey-bellied Spinetail,bumbar5453
Synallaxis gujanensis,Plain-crowned Spinetail,bumbar5454
Synallaxis maranonica,Maranon Spinetail,bumbar5455
Synallaxis simoni,Araguaia Spinetail,bumbar5456
Synallaxis albilora,White-lored Spinetail,bumbar5457
Synallaxis kollari,Hoary-throated Spinetail,bumbar5458
Synallaxis candei,White-whiskered Spinetail,bumbar5459
Synallaxis erythrothorax,Rufous-breasted Spinetail,bumbar5460
Synallaxis tithys,Blackish-headed Spinetail,bumbar5461
Synallaxis unirufa,Rufous Spinetail,bumbar5462
Synallaxis castanea,Black-throated Spinetail,bumbar5463
Synallaxis fuscorufa,Rusty-headed Spinetail,bumbar5464
Synallaxis cinnamomea,Stripe-breasted Spinetail,bumbar5465
Synallaxis rutilans,Ruddy Spinetail,bumbar5466
Synallaxis cherriei,Chestnut-throated Spinetail,bumbar5467
Synallaxis hypochondriaca,Great Spinetail,bumbar5468
Synallaxis zimmeri,Russet-bellied Spinetail,bumbar5469
Synallaxis stictothorax,Necklaced Spinetail,bumbar5470
Synallaxis chinchipensis,Chinchipe Spinetail,bumbar5471
Synallaxis brachyura,Slaty Spinetail,bumbar5472
Synallaxis subpudica,Silvery-throated Spinetail,bumbar5473
Synallaxis hellmayri,Red-shouldered Spinetail,bumbar5474
Synallaxis ruficapilla,Rufous-capped Spinetail,bumbar5475
Synallaxis cinerea,Bahia Spinetail,bumbar5476
Synallaxis infuscata,Pinto's Spinetail,bumbar5477
Synallaxis moesta,Dusky Spinetail,bumbar5478
Synallaxis cabanisi,Cabanis's Spinetail,bumbar5479
Synallaxis macconnelli,McConnell's Spinetail,bumbar5480
Synallaxis hypospodia,Cinereous-breasted Spinetail,bumbar5481
Synallaxis spixi,Spix's Spinetail,bumbar5482
Synallaxis albigularis,Dark-breasted Spinetail,bumbar5483
Synallaxis beverlyae,Orinoco Spinetail,bumbar5484
Synallaxis albescens,Pale-breasted Spinetail,bumbar5485
Synallaxis frontalis,Sooty-fronted Spinetail,bumbar5486
Synallaxis azarae,Azara's Spinetail,bumbar5487
Synallaxis courseni,Apurimac Spinetail,bumbar5488
Neopelma aurifrons,Wied's Tyrant-manakin,bumbar5489
Neopelma chrysolophum,Serra do Mar Tyrant-manakin,bumbar5490
Neopelma sulphureiventer,Sulphur-bellied Tyrant-manakin,bumbar5491
Tyranneutes stolzmanni,Dwarf Tyrant-manakin,bumbar5492
Tyranneutes virescens,Tiny Tyrant-manakin,bumbar5493
Xenopipo uniformis,Olive Manakin,bumbar5494
Xenopipo atronitens,Black Manakin,bumbar5495
Heterocercus aurantiivertex,Orange-crested Manakin,bumbar5496
Heterocercus flavivertex,Yellow-crested Manakin,bumbar5497
Heterocercus linteatus,Flame-crested Manakin,bumbar5498
